Date,AccessorFacade,Audio::PortMIDI,Bailador,Base64,Base64::Native,CSS::Grammar,CompUnit::Util,Compress::Zlib,Compress::Zlib::Raw,Config,Config::TOML,Cookie::Baker,Cro::Core,Cro::HTTP,Crust,DBIish,Data::Dump,DateTime::Format,DateTime::Parse,DateTime::TimeZone,Debugger::UI::CommandLine,Digest,Digest::HMAC,Digest::MD5,Email::Simple,Encode,File::Directory::Tree,File::Find,File::Temp,File::Which,Find::Bundled,HTML::Entity,HTML::Escape,HTML::Parser::XML,HTML::Template,HTTP::Easy,HTTP::Server,HTTP::Server::Async,HTTP::Status,HTTP::Tinyish,HTTP::UserAgent,Hash::Merge,IO::Blob,IO::Capture::Simple,IO::Socket::Async::SSL,IO::Socket::SSL,IRC::Client,JSON::Class,JSON::Fast,JSON::Name,JSON::Pretty,JSON::RPC,JSON::Tiny,JSON::Unmarshal,LWP::Simple,LibraryMake,Linenoise,Lingua::Conjunction,META6,MIME::Base64,NativeHelpers::Array,NativeHelpers::Blob,Net::DNS,OO::Monitors,OpenSSL,PDF,PSGI,Pod::To::HTML,Pod::To::Markdown,Rakudo::Perl6::Parsing,RakudoPrereq,SCGI,SVG,SVG::Plot,Shell::Command,Sparrowdo,String::CRC32,Subset::Helper,Template6,Template::Mojo,Template::Mustache,Term::termios,Terminal::ANSIColor,Test::META,Test::Mock,URI,URI::Encode,UUID,WWW,XML,XML::Class,YAMLish
2016-12-16,NaN,1.33,2.67,1.78,NaN,1.78,1.33,2.67,NaN,NaN,NaN,NaN,NaN,NaN,2.67,3.56,NaN,3.11,NaN,NaN,1.33,4.89,4.44,2.22,1.33,NaN,NaN,7.56,7.11,3.56,NaN,NaN,NaN,NaN,NaN,4,1.33,NaN,3.56,4,9.78,NaN,1.78,1.33,NaN,5.33,1.78,2.22,14.22,2.22,NaN,NaN,13.33,NaN,5.33,8.44,1.78,NaN,NaN,6.67,2.67,1.78,NaN,NaN,2.67,NaN,3.11,2.22,NaN,NaN,NaN,NaN,2.22,1.78,4.44,2.67,NaN,NaN,2.22,2.22,NaN,NaN,4.89,3.11,NaN,8.89,2.22,NaN,NaN,8.89,NaN,NaN
2016-12-17,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2016-12-19,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2016-12-21,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2016-12-22,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2016-12-23,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2016-12-25,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2016-12-26,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2016-12-29,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2016-12-30,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2016-12-31,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2017-01-01,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2017-01-03,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.1,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2017-01-04,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.54,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2017-01-05,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,8.41,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,4.42,3.54,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2017-01-06,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,7.96,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,3.98,3.54,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2017-01-09,NaN,1.32,2.64,1.76,NaN,1.76,1.32,2.64,NaN,NaN,NaN,NaN,NaN,NaN,2.64,3.52,NaN,3.08,NaN,NaN,1.32,4.85,4.41,2.2,1.32,NaN,NaN,7.49,7.05,3.52,NaN,NaN,NaN,NaN,NaN,3.96,1.32,NaN,3.52,3.96,9.69,NaN,1.76,NaN,NaN,5.29,1.76,2.64,14.1,2.64,NaN,NaN,13.66,1.76,5.29,7.93,1.76,NaN,NaN,6.61,2.64,1.76,NaN,NaN,2.64,NaN,3.08,2.2,NaN,NaN,NaN,NaN,2.2,1.76,3.96,3.52,NaN,NaN,2.2,2.2,NaN,NaN,4.85,3.08,NaN,8.81,2.2,NaN,NaN,8.81,NaN,NaN
2017-01-10,NaN,1.32,2.64,1.76,NaN,1.76,1.32,2.64,NaN,NaN,NaN,NaN,NaN,NaN,2.64,3.52,NaN,3.08,NaN,NaN,1.32,4.85,4.41,2.2,1.32,NaN,NaN,7.49,7.05,3.52,NaN,NaN,NaN,NaN,NaN,3.96,1.32,NaN,3.52,3.96,9.69,NaN,1.76,NaN,NaN,5.29,1.76,2.64,14.1,2.64,NaN,NaN,13.66,1.76,5.29,7.93,1.76,NaN,NaN,6.61,2.64,1.76,NaN,NaN,2.64,NaN,3.08,2.2,NaN,NaN,NaN,NaN,2.2,1.76,3.96,3.52,NaN,NaN,2.2,2.2,NaN,NaN,4.85,3.08,NaN,8.81,2.2,NaN,NaN,8.81,NaN,NaN
2017-01-11,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,7.96,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,3.98,3.54,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2017-01-12,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,7.96,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,3.98,3.54,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2017-01-13,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,7.96,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,3.98,3.54,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2017-01-14,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,7.96,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,3.98,3.54,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2017-01-15,NaN,1.33,2.65,1.77,NaN,1.77,1.33,2.65,NaN,NaN,NaN,NaN,NaN,NaN,2.65,3.54,NaN,3.1,NaN,NaN,1.33,4.87,4.42,2.21,1.33,NaN,NaN,7.52,7.08,3.54,NaN,NaN,NaN,NaN,NaN,3.98,1.33,NaN,3.54,3.98,9.73,NaN,1.77,NaN,NaN,5.31,1.77,2.65,14.16,2.65,NaN,NaN,13.72,1.77,5.31,7.96,1.77,NaN,NaN,6.64,2.65,1.77,NaN,NaN,2.65,NaN,3.1,2.21,NaN,NaN,NaN,NaN,2.21,1.77,3.98,3.54,NaN,NaN,2.21,2.21,NaN,NaN,4.87,3.1,NaN,8.85,2.21,NaN,NaN,8.85,NaN,NaN
2017-01-18,NaN,1.32,2.63,1.75,NaN,1.75,1.32,2.63,NaN,NaN,NaN,NaN,NaN,NaN,2.63,3.51,NaN,3.07,NaN,NaN,1.32,4.82,4.39,2.19,1.32,NaN,NaN,7.89,7.02,3.51,NaN,NaN,NaN,NaN,NaN,3.95,NaN,NaN,3.51,3.95,10.09,NaN,1.75,NaN,NaN,5.26,1.75,2.63,14.47,2.63,NaN,NaN,13.6,1.75,5.26,7.46,1.75,NaN,NaN,6.58,2.63,1.75,NaN,NaN,2.63,NaN,3.07,2.19,1.75,NaN,NaN,NaN,2.19,1.75,4.39,3.51,NaN,NaN,2.19,2.19,NaN,NaN,4.82,3.07,NaN,8.77,2.19,NaN,NaN,8.77,NaN,NaN
2017-01-19,NaN,1.32,2.63,1.75,NaN,1.75,1.32,2.63,NaN,NaN,NaN,NaN,NaN,NaN,2.63,3.51,NaN,3.07,NaN,NaN,1.32,4.82,4.39,2.19,1.32,NaN,NaN,7.89,7.02,3.51,NaN,NaN,NaN,NaN,NaN,3.95,NaN,NaN,3.51,3.95,9.65,NaN,1.75,NaN,NaN,5.26,1.75,2.63,14.04,2.63,NaN,NaN,13.6,1.75,5.26,7.89,1.75,NaN,NaN,6.58,2.63,1.75,NaN,NaN,2.63,NaN,3.07,2.19,1.75,NaN,NaN,NaN,2.19,1.75,4.39,3.51,NaN,NaN,2.19,2.19,NaN,NaN,4.82,3.07,NaN,8.77,2.19,NaN,NaN,8.77,NaN,NaN
2017-01-20,NaN,1.31,2.62,1.75,NaN,1.75,1.31,2.62,NaN,NaN,NaN,NaN,NaN,NaN,2.62,3.49,NaN,3.06,NaN,NaN,1.31,4.8,3.93,2.18,1.31,NaN,NaN,7.86,6.99,3.49,NaN,NaN,NaN,NaN,NaN,3.93,NaN,NaN,3.49,3.93,9.61,NaN,1.75,NaN,NaN,5.24,1.75,2.62,13.97,2.62,NaN,NaN,13.54,1.75,5.24,7.86,1.75,NaN,NaN,6.55,2.62,1.75,NaN,NaN,2.62,NaN,3.06,2.18,1.75,NaN,NaN,NaN,2.18,1.75,4.37,3.49,NaN,NaN,2.18,2.18,NaN,NaN,5.24,3.06,NaN,8.3,2.18,NaN,NaN,8.73,NaN,NaN
2017-01-22,NaN,1.32,2.63,1.75,NaN,1.75,1.32,2.63,NaN,NaN,NaN,NaN,NaN,NaN,2.63,3.51,NaN,3.07,NaN,NaN,1.32,4.82,4.39,2.19,1.32,NaN,NaN,7.89,7.02,3.51,NaN,NaN,NaN,NaN,NaN,3.95,NaN,NaN,3.51,3.95,9.65,NaN,1.75,NaN,NaN,5.26,1.75,2.63,14.04,2.63,NaN,NaN,13.6,1.75,5.26,7.89,1.75,NaN,NaN,6.58,2.63,1.75,NaN,NaN,2.63,NaN,3.07,2.19,1.75,NaN,NaN,NaN,2.19,1.75,4.39,3.51,NaN,NaN,2.19,2.19,NaN,NaN,5.26,3.07,NaN,8.77,2.19,NaN,NaN,8.77,NaN,NaN
2017-01-23,NaN,1.32,2.63,1.75,NaN,1.75,1.32,2.63,NaN,NaN,NaN,NaN,NaN,NaN,2.63,3.51,NaN,3.07,NaN,NaN,1.32,4.82,4.39,2.19,1.32,NaN,NaN,7.89,7.02,3.51,NaN,NaN,NaN,NaN,NaN,3.95,NaN,NaN,3.51,3.95,9.65,NaN,1.75,NaN,NaN,5.26,1.75,2.63,14.04,2.63,NaN,NaN,13.6,1.75,5.26,7.89,1.75,NaN,NaN,6.58,2.63,1.75,NaN,NaN,2.63,NaN,3.07,2.19,1.75,NaN,NaN,NaN,2.19,1.75,4.39,3.51,NaN,NaN,2.19,2.19,NaN,NaN,5.26,3.07,NaN,8.77,2.19,NaN,NaN,8.77,NaN,NaN
2017-01-25,NaN,1.32,2.63,1.75,NaN,1.75,1.32,2.63,NaN,NaN,NaN,NaN,NaN,NaN,2.63,3.51,NaN,3.07,NaN,NaN,1.32,4.82,4.39,2.19,1.32,NaN,NaN,7.89,7.02,3.51,NaN,NaN,NaN,NaN,NaN,3.51,NaN,NaN,3.51,3.95,9.65,NaN,1.75,NaN,NaN,5.26,1.75,2.63,14.04,2.63,NaN,NaN,13.16,1.75,5.26,7.89,1.75,NaN,NaN,6.58,2.63,1.75,NaN,NaN,2.63,NaN,3.07,2.19,1.75,NaN,NaN,NaN,2.19,1.75,4.39,3.51,NaN,NaN,2.19,2.19,NaN,NaN,5.26,3.07,NaN,8.33,2.19,NaN,NaN,8.77,NaN,NaN
2017-01-26,NaN,1.32,2.63,1.75,NaN,1.75,1.32,2.63,NaN,NaN,NaN,NaN,NaN,NaN,2.63,3.51,NaN,3.07,NaN,NaN,1.32,4.82,4.39,2.19,1.32,NaN,NaN,7.89,7.02,3.51,NaN,NaN,NaN,NaN,NaN,3.51,NaN,NaN,3.51,3.95,9.65,NaN,1.75,NaN,NaN,5.26,1.75,2.63,14.04,2.63,NaN,NaN,13.16,1.75,5.26,7.89,1.75,NaN,NaN,6.58,2.63,1.75,NaN,NaN,2.63,NaN,3.07,2.19,1.75,NaN,NaN,NaN,2.19,1.75,4.39,3.51,NaN,NaN,2.19,2.19,NaN,NaN,5.26,3.07,NaN,8.33,2.19,NaN,NaN,8.77,NaN,NaN
2017-01-29,NaN,1.3,2.61,1.74,NaN,1.74,1.3,2.61,NaN,NaN,NaN,NaN,NaN,NaN,2.61,3.48,NaN,3.04,NaN,NaN,1.3,4.78,4.35,2.17,1.3,NaN,NaN,7.83,6.96,3.48,NaN,NaN,NaN,NaN,NaN,3.48,NaN,NaN,3.48,3.91,9.57,NaN,1.74,NaN,NaN,5.22,1.74,2.61,13.91,2.61,NaN,NaN,13.04,1.74,5.22,7.83,1.74,NaN,NaN,6.52,3.04,1.74,NaN,NaN,2.61,NaN,3.04,2.17,1.74,NaN,NaN,NaN,2.17,1.74,4.35,3.48,NaN,NaN,2.17,2.17,NaN,NaN,5.22,3.04,NaN,8.26,2.17,NaN,NaN,8.7,NaN,NaN
2017-01-30,NaN,1.3,2.61,1.74,NaN,1.74,1.3,2.61,NaN,NaN,NaN,NaN,NaN,NaN,2.61,3.48,NaN,3.04,NaN,NaN,1.3,4.78,4.35,2.17,1.3,NaN,NaN,7.83,6.96,3.48,NaN,NaN,NaN,NaN,NaN,3.48,NaN,NaN,3.48,3.91,9.57,NaN,1.74,NaN,NaN,5.22,1.74,2.61,13.91,2.61,NaN,NaN,13.04,1.74,5.22,7.83,1.74,NaN,NaN,6.52,3.04,1.74,NaN,NaN,2.61,NaN,3.04,2.17,1.74,NaN,NaN,NaN,2.17,1.74,4.35,3.48,NaN,NaN,2.17,2.17,NaN,NaN,5.22,3.04,NaN,8.26,2.17,NaN,NaN,8.7,NaN,NaN
2017-01-31,NaN,1.3,2.61,1.74,NaN,1.74,1.3,2.61,NaN,NaN,NaN,NaN,NaN,NaN,2.61,3.48,NaN,3.04,NaN,NaN,1.3,4.78,4.35,2.17,1.3,NaN,NaN,7.83,6.96,3.48,NaN,NaN,NaN,NaN,NaN,3.48,NaN,NaN,3.48,3.91,9.57,NaN,1.74,NaN,NaN,5.22,1.74,2.61,13.91,2.61,NaN,NaN,13.04,1.74,5.22,7.83,1.74,NaN,NaN,6.52,3.04,1.74,NaN,NaN,2.61,NaN,3.04,2.17,1.74,NaN,NaN,NaN,2.17,1.74,4.35,3.48,NaN,NaN,2.17,2.17,NaN,NaN,5.22,3.04,NaN,8.26,2.17,NaN,NaN,8.7,NaN,NaN
2017-02-01,NaN,1.36,1.82,1.82,NaN,1.82,NaN,2.73,NaN,NaN,NaN,NaN,NaN,NaN,2.27,3.18,NaN,3.18,NaN,NaN,NaN,5,4.55,1.82,NaN,NaN,NaN,7.27,7.27,3.64,NaN,NaN,NaN,NaN,NaN,3.18,1.36,NaN,3.18,3.64,9.09,NaN,1.82,1.36,NaN,5.45,1.82,2.73,14.09,2.73,1.36,NaN,12.73,1.82,5,7.73,1.36,NaN,1.36,6.36,3.18,1.82,NaN,NaN,2.73,NaN,2.73,1.82,1.82,NaN,NaN,1.36,1.82,NaN,4.09,3.64,NaN,NaN,NaN,1.82,NaN,NaN,4.55,3.18,NaN,8.18,2.27,NaN,NaN,8.64,NaN,NaN
2017-02-02,NaN,1.3,2.61,1.74,NaN,1.74,1.3,2.61,NaN,NaN,NaN,NaN,NaN,NaN,2.61,3.48,NaN,3.04,NaN,NaN,1.3,4.78,4.35,2.17,1.3,NaN,NaN,7.83,6.96,3.48,NaN,NaN,NaN,NaN,NaN,3.48,NaN,NaN,3.48,3.91,9.57,NaN,1.74,NaN,NaN,5.22,1.74,2.61,13.91,2.61,NaN,NaN,13.04,1.74,5.22,7.83,1.74,NaN,NaN,6.52,3.04,1.74,NaN,NaN,2.61,NaN,3.04,2.17,1.74,NaN,NaN,NaN,2.17,1.74,4.35,3.48,NaN,NaN,2.17,2.17,NaN,NaN,5.22,3.04,NaN,8.26,2.17,NaN,NaN,8.7,NaN,NaN
