Date,AccessorFacade,Audio::PortMIDI,Bailador,Base64,Base64::Native,CSS::Grammar,CompUnit::Util,Compress::Zlib,Compress::Zlib::Raw,Config,Config::TOML,Cookie::Baker,Cro::Core,Cro::HTTP,Crust,DBIish,Data::Dump,DateTime::Format,DateTime::Parse,DateTime::TimeZone,Debugger::UI::CommandLine,Digest,Digest::HMAC,Digest::MD5,Email::Simple,Encode,File::Directory::Tree,File::Find,File::Temp,File::Which,Find::Bundled,HTML::Entity,HTML::Escape,HTML::Parser::XML,HTML::Template,HTTP::Easy,HTTP::Server,HTTP::Server::Async,HTTP::Status,HTTP::Tinyish,HTTP::UserAgent,Hash::Merge,IO::Blob,IO::Capture::Simple,IO::Socket::Async::SSL,IO::Socket::SSL,IRC::Client,JSON::Class,JSON::Fast,JSON::Name,JSON::Pretty,JSON::RPC,JSON::Tiny,JSON::Unmarshal,LWP::Simple,LibraryMake,Linenoise,Lingua::Conjunction,META6,MIME::Base64,NativeHelpers::Array,NativeHelpers::Blob,Net::DNS,OO::Monitors,OpenSSL,PDF,PSGI,Pod::To::HTML,Pod::To::Markdown,Rakudo::Perl6::Parsing,RakudoPrereq,SCGI,SVG,SVG::Plot,Shell::Command,Sparrowdo,String::CRC32,Subset::Helper,Template6,Template::Mojo,Template::Mustache,Term::termios,Terminal::ANSIColor,Test::META,Test::Mock,URI,URI::Encode,UUID,WWW,XML,XML::Class,YAMLish
2015-11-16,1.35,NaN,1.35,NaN,NaN,2.7,NaN,2.7,NaN,NaN,NaN,1.35,NaN,NaN,2.7,3.38,NaN,3.38,NaN,1.35,1.35,6.76,1.35,3.38,1.35,1.35,1.35,7.43,8.11,1.35,3.38,1.35,NaN,1.35,1.35,5.41,2.03,1.35,4.73,1.35,3.38,NaN,2.03,3.38,NaN,3.38,NaN,1.35,NaN,2.03,NaN,2.03,20.95,NaN,6.76,5.41,NaN,NaN,NaN,8.11,NaN,NaN,NaN,NaN,NaN,NaN,3.38,NaN,NaN,NaN,NaN,2.03,2.7,2.03,4.05,NaN,NaN,NaN,NaN,2.03,NaN,NaN,4.73,NaN,NaN,7.43,3.38,2.03,NaN,9.46,NaN,NaN
2015-11-20,1.35,NaN,1.35,NaN,NaN,2.7,NaN,2.7,NaN,NaN,NaN,1.35,NaN,NaN,2.7,3.38,NaN,3.38,NaN,1.35,1.35,6.76,1.35,3.38,1.35,1.35,1.35,8.11,8.11,1.35,3.38,1.35,NaN,1.35,1.35,5.41,2.03,1.35,4.73,1.35,3.38,NaN,2.03,3.38,NaN,3.38,NaN,NaN,2.03,2.03,NaN,2.03,20.95,NaN,6.76,6.08,NaN,NaN,NaN,8.11,NaN,NaN,NaN,NaN,NaN,NaN,3.38,NaN,NaN,NaN,NaN,2.03,2.7,2.03,4.05,NaN,NaN,NaN,NaN,2.03,NaN,NaN,4.73,NaN,NaN,7.43,4.05,2.03,NaN,9.46,NaN,NaN
2015-11-22,1.33,NaN,1.33,NaN,NaN,2.67,NaN,3.33,NaN,NaN,NaN,1.33,NaN,NaN,2.67,3.33,NaN,3.33,NaN,1.33,1.33,6.67,1.33,4,1.33,1.33,1.33,8,8,1.33,3.33,1.33,NaN,1.33,1.33,5.33,2,1.33,4.67,1.33,3.33,NaN,2,3.33,NaN,3.33,NaN,NaN,2.67,2,NaN,2,20.67,NaN,6.67,6,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,3.33,NaN,NaN,NaN,NaN,2,2.67,2,4,NaN,NaN,NaN,NaN,2,NaN,NaN,4.67,NaN,NaN,7.33,4,2,NaN,9.33,NaN,NaN
2015-11-26,1.33,NaN,1.33,NaN,NaN,2.67,NaN,3.33,NaN,NaN,NaN,1.33,NaN,NaN,2.67,3.33,NaN,4,NaN,1.33,1.33,7.33,2,4,1.33,1.33,1.33,8,8,1.33,3.33,1.33,NaN,1.33,1.33,5.33,2,1.33,4.67,1.33,4,NaN,2,3.33,NaN,3.33,NaN,NaN,2.67,2,NaN,2,20.67,NaN,6.67,6,NaN,NaN,NaN,8.67,NaN,NaN,NaN,NaN,NaN,NaN,3.33,NaN,NaN,NaN,NaN,2,2.67,2,4,NaN,NaN,NaN,NaN,2,NaN,NaN,4.67,NaN,NaN,7.33,4,2,NaN,9.33,NaN,NaN
2015-12-09,1.31,NaN,1.31,NaN,NaN,2.61,NaN,3.27,NaN,NaN,NaN,1.31,NaN,NaN,2.61,3.27,1.31,3.92,NaN,1.31,1.31,7.19,1.96,3.92,1.31,1.31,1.31,7.84,7.84,1.31,3.27,1.31,NaN,NaN,NaN,5.23,1.96,NaN,4.58,2.61,5.23,NaN,1.96,3.27,NaN,3.92,NaN,1.96,5.88,2.61,NaN,1.96,17.65,NaN,6.54,5.88,1.96,NaN,NaN,8.5,NaN,NaN,NaN,NaN,NaN,NaN,3.27,NaN,NaN,NaN,NaN,1.96,2.61,1.96,3.92,NaN,NaN,NaN,NaN,1.96,NaN,NaN,4.58,NaN,NaN,7.84,3.27,1.96,NaN,9.15,NaN,NaN
2015-12-12,1.32,NaN,1.32,NaN,NaN,2.63,NaN,3.29,NaN,NaN,NaN,1.32,NaN,NaN,2.63,3.29,1.32,3.95,NaN,1.32,1.32,7.24,1.97,3.95,1.32,1.32,1.32,7.89,7.89,1.32,2.63,1.32,NaN,NaN,NaN,5.26,1.97,NaN,4.61,2.63,5.26,NaN,1.97,2.63,NaN,3.95,NaN,1.97,5.92,2.63,NaN,1.97,17.76,NaN,6.58,5.92,1.97,NaN,NaN,8.55,NaN,NaN,NaN,NaN,NaN,NaN,3.29,NaN,NaN,NaN,NaN,1.97,2.63,1.97,3.95,NaN,NaN,NaN,NaN,1.97,NaN,NaN,5.26,NaN,NaN,7.89,3.29,1.97,NaN,9.21,NaN,NaN
2015-12-18,NaN,NaN,NaN,NaN,NaN,2.76,NaN,3.45,NaN,NaN,NaN,1.38,NaN,NaN,1.38,3.45,1.38,4.14,NaN,1.38,NaN,6.21,2.07,4.14,1.38,1.38,1.38,8.28,8.28,1.38,2.76,1.38,NaN,1.38,NaN,4.83,NaN,NaN,4.83,2.76,6.21,NaN,2.07,2.76,NaN,3.45,NaN,NaN,6.21,3.45,NaN,2.07,19.31,NaN,6.9,6.21,2.07,NaN,NaN,8.97,NaN,NaN,1.38,NaN,1.38,NaN,3.45,1.38,NaN,1.38,NaN,2.07,2.76,2.07,4.14,NaN,1.38,NaN,NaN,NaN,NaN,NaN,4.83,NaN,NaN,7.59,3.45,2.07,NaN,9.66,NaN,NaN
2015-12-29,1.32,NaN,1.32,NaN,NaN,2.63,NaN,3.29,NaN,NaN,NaN,1.32,NaN,NaN,2.63,3.29,1.32,3.95,NaN,1.32,1.32,7.24,1.97,3.95,1.32,1.32,1.32,7.89,9.21,1.97,2.63,1.32,NaN,NaN,NaN,5.26,1.97,NaN,4.61,2.63,5.92,NaN,1.97,1.97,NaN,3.95,NaN,1.97,6.58,3.29,NaN,1.97,19.08,NaN,6.58,5.92,1.97,NaN,NaN,8.55,NaN,NaN,NaN,NaN,NaN,NaN,3.29,NaN,NaN,NaN,NaN,1.97,2.63,1.97,3.95,NaN,NaN,NaN,NaN,1.97,NaN,NaN,5.26,NaN,NaN,7.89,3.29,1.97,NaN,9.21,NaN,NaN
2015-12-31,1.32,NaN,1.32,NaN,NaN,2.63,NaN,3.29,NaN,NaN,NaN,1.32,NaN,NaN,2.63,3.29,1.32,3.95,NaN,1.32,1.32,7.24,1.97,3.95,1.32,1.32,1.32,7.89,9.21,1.97,2.63,1.32,NaN,NaN,NaN,5.26,1.97,NaN,4.61,2.63,5.92,NaN,1.97,1.97,NaN,3.95,NaN,1.97,6.58,3.29,NaN,1.97,19.08,NaN,6.58,6.58,1.97,NaN,NaN,8.55,NaN,NaN,NaN,NaN,NaN,NaN,3.29,NaN,NaN,NaN,NaN,1.97,2.63,1.97,3.95,NaN,NaN,NaN,NaN,1.97,NaN,NaN,5.92,NaN,NaN,7.89,3.29,1.97,NaN,9.21,NaN,NaN
2016-01-07,1.26,NaN,1.26,NaN,NaN,2.52,NaN,3.14,NaN,NaN,NaN,1.26,NaN,NaN,2.52,3.77,1.26,3.77,NaN,1.26,1.26,6.92,1.89,3.77,1.26,NaN,NaN,7.55,9.43,1.89,2.52,NaN,NaN,NaN,NaN,5.03,1.89,NaN,4.4,2.52,5.66,NaN,1.89,1.89,NaN,3.77,NaN,1.89,6.29,3.14,NaN,1.89,18.24,NaN,6.29,6.29,1.89,1.89,NaN,8.18,1.89,NaN,NaN,NaN,NaN,NaN,3.14,NaN,NaN,NaN,NaN,1.89,2.52,1.89,3.77,NaN,1.89,NaN,NaN,1.89,NaN,NaN,5.66,NaN,NaN,7.55,3.14,1.89,NaN,9.43,NaN,NaN
2016-01-17,1.23,NaN,1.23,NaN,NaN,2.45,NaN,3.68,1.23,NaN,NaN,1.23,NaN,NaN,2.45,3.68,1.23,3.68,NaN,1.23,1.23,6.75,1.84,3.68,NaN,NaN,NaN,7.36,9.2,1.84,1.84,NaN,NaN,NaN,NaN,4.91,1.84,NaN,4.29,3.07,5.52,NaN,2.45,1.84,NaN,3.68,NaN,1.84,6.13,3.07,NaN,1.84,17.18,NaN,6.13,6.75,1.84,1.84,NaN,7.98,1.84,NaN,NaN,NaN,NaN,NaN,3.07,NaN,NaN,NaN,NaN,1.84,2.45,1.84,3.68,NaN,1.84,NaN,NaN,1.84,NaN,NaN,5.52,NaN,NaN,7.36,3.07,1.84,NaN,11.04,NaN,NaN
2016-01-19,1.23,NaN,1.23,NaN,NaN,2.45,NaN,3.68,1.23,NaN,NaN,1.23,NaN,NaN,2.45,3.68,1.23,3.68,NaN,1.23,1.23,6.75,2.45,3.68,NaN,NaN,NaN,7.36,9.2,1.84,1.84,NaN,NaN,NaN,NaN,4.91,1.84,NaN,4.29,3.07,5.52,NaN,2.45,1.84,NaN,3.68,NaN,1.84,6.13,3.07,NaN,1.84,17.18,NaN,6.13,6.13,1.84,1.84,NaN,7.98,1.84,NaN,NaN,NaN,NaN,NaN,3.07,NaN,NaN,NaN,NaN,1.84,2.45,1.84,3.68,NaN,1.84,NaN,NaN,1.84,NaN,NaN,5.52,NaN,NaN,7.98,3.07,1.84,NaN,11.04,NaN,NaN
2016-01-25,1.2,NaN,1.2,NaN,NaN,2.41,NaN,3.61,1.2,NaN,NaN,1.2,NaN,NaN,2.41,3.61,1.2,3.61,NaN,1.2,1.2,6.63,2.41,3.61,NaN,NaN,NaN,7.23,9.04,1.81,1.81,NaN,NaN,NaN,NaN,4.82,1.81,NaN,4.22,3.01,5.42,NaN,2.41,1.81,NaN,4.22,NaN,1.81,6.02,3.01,NaN,1.81,16.87,NaN,6.63,6.63,1.81,1.81,NaN,7.83,1.81,NaN,NaN,NaN,NaN,NaN,3.01,NaN,NaN,NaN,NaN,1.81,2.41,1.81,3.61,NaN,1.81,NaN,NaN,1.81,NaN,NaN,5.42,NaN,NaN,7.83,3.01,1.81,NaN,10.84,NaN,NaN
2016-02-08,1.2,NaN,1.2,NaN,NaN,2.41,1.2,3.61,1.2,NaN,NaN,1.2,NaN,NaN,2.41,3.61,1.2,3.61,NaN,1.2,NaN,6.63,3.01,3.61,NaN,NaN,NaN,7.83,9.04,1.81,1.81,NaN,NaN,NaN,NaN,4.82,1.81,NaN,4.22,2.41,6.02,NaN,2.41,1.81,NaN,4.22,NaN,1.81,6.63,3.01,NaN,1.81,17.47,NaN,6.63,6.63,1.81,1.81,NaN,7.83,1.81,NaN,NaN,NaN,NaN,NaN,3.01,NaN,NaN,NaN,NaN,1.81,2.41,1.81,3.61,NaN,1.81,NaN,NaN,1.81,NaN,NaN,5.42,NaN,NaN,8.43,3.01,1.81,NaN,10.84,NaN,NaN
2016-02-14,1.2,NaN,1.2,NaN,NaN,2.4,1.2,3.59,1.2,NaN,NaN,1.2,NaN,NaN,2.4,3.59,1.2,3.59,NaN,1.2,NaN,6.59,2.99,3.59,NaN,NaN,NaN,7.78,8.98,1.8,1.8,NaN,NaN,NaN,NaN,4.79,1.8,NaN,4.19,2.4,5.99,NaN,2.4,1.8,NaN,4.19,NaN,1.8,6.59,2.99,NaN,1.8,17.96,NaN,6.59,7.78,1.8,1.8,NaN,7.78,1.8,NaN,NaN,NaN,NaN,NaN,2.99,NaN,NaN,NaN,NaN,1.8,2.4,1.8,3.59,NaN,1.8,NaN,NaN,1.8,NaN,NaN,5.39,NaN,NaN,8.38,2.99,1.8,NaN,10.78,NaN,NaN
2016-02-26,1.19,NaN,1.19,NaN,NaN,2.38,1.19,3.57,1.19,NaN,NaN,1.19,NaN,NaN,2.38,3.57,1.19,3.57,NaN,1.19,NaN,6.55,2.98,3.57,NaN,NaN,NaN,7.74,8.93,1.79,1.79,NaN,NaN,NaN,NaN,4.76,1.79,NaN,4.17,2.38,5.95,NaN,2.38,1.79,NaN,4.17,NaN,2.38,6.55,2.98,NaN,1.79,17.86,NaN,6.55,7.74,1.79,1.79,NaN,7.74,1.79,NaN,NaN,NaN,NaN,NaN,2.98,NaN,NaN,NaN,NaN,1.79,2.38,1.79,3.57,NaN,1.79,NaN,NaN,1.79,NaN,NaN,5.36,NaN,NaN,8.33,2.98,1.79,NaN,10.71,NaN,NaN
2016-03-04,NaN,NaN,1.19,NaN,NaN,2.38,1.19,3.57,1.19,NaN,NaN,1.19,NaN,NaN,2.38,3.57,1.19,3.57,NaN,1.19,1.19,6.55,2.98,3.57,1.19,NaN,NaN,7.74,8.93,1.79,1.79,NaN,NaN,NaN,NaN,4.76,1.79,NaN,4.17,2.38,5.95,NaN,2.38,1.79,NaN,4.17,NaN,2.38,5.95,2.98,NaN,1.79,17.86,NaN,6.55,7.74,1.79,1.79,NaN,7.74,NaN,NaN,NaN,NaN,NaN,NaN,2.98,NaN,NaN,NaN,NaN,1.79,2.38,1.79,3.57,NaN,1.79,NaN,NaN,1.79,NaN,NaN,4.76,NaN,NaN,8.33,2.98,1.79,NaN,11.31,NaN,NaN
2016-03-06,NaN,NaN,1.18,NaN,NaN,2.37,1.18,3.55,1.18,NaN,NaN,1.18,NaN,NaN,2.37,3.55,1.18,3.55,NaN,1.18,1.18,6.51,2.96,3.55,NaN,NaN,NaN,7.69,8.88,1.78,1.78,NaN,NaN,NaN,NaN,4.73,1.78,NaN,4.14,2.37,5.92,NaN,2.37,1.78,NaN,4.14,NaN,2.37,5.92,2.96,NaN,1.78,17.75,NaN,6.51,8.28,1.78,1.78,NaN,7.69,1.78,NaN,NaN,NaN,NaN,NaN,2.96,NaN,NaN,NaN,NaN,1.78,2.37,1.78,3.55,NaN,1.78,NaN,NaN,1.78,NaN,NaN,4.73,NaN,NaN,8.28,2.96,1.78,NaN,11.24,NaN,NaN
2016-03-12,NaN,NaN,1.18,NaN,NaN,2.35,1.18,3.53,1.18,NaN,NaN,1.18,NaN,NaN,2.35,3.53,1.18,3.53,NaN,1.18,1.18,6.47,2.94,3.53,NaN,NaN,NaN,7.65,8.82,2.35,1.76,NaN,NaN,NaN,NaN,4.71,1.76,NaN,4.12,2.35,5.88,NaN,2.35,1.76,NaN,4.12,NaN,2.35,5.88,2.94,NaN,1.76,17.65,NaN,6.47,8.24,1.76,1.76,NaN,7.65,1.76,NaN,NaN,NaN,NaN,NaN,2.94,NaN,NaN,NaN,NaN,1.76,2.35,1.76,3.53,NaN,1.76,NaN,NaN,1.76,NaN,NaN,4.71,NaN,NaN,8.24,2.94,1.76,NaN,11.18,NaN,NaN
2016-03-18,1.16,NaN,1.16,NaN,NaN,2.31,1.16,3.47,1.16,NaN,NaN,1.16,NaN,NaN,2.31,3.47,1.16,3.47,NaN,1.16,NaN,6.36,2.89,3.47,NaN,NaN,NaN,7.51,8.67,2.89,1.73,NaN,NaN,NaN,NaN,4.62,1.73,NaN,4.05,2.31,5.78,NaN,2.31,1.73,NaN,4.05,NaN,2.31,6.36,2.89,NaN,1.73,16.76,NaN,6.36,8.09,1.73,1.73,NaN,7.51,2.31,NaN,NaN,NaN,NaN,NaN,2.89,NaN,NaN,NaN,NaN,1.73,2.31,1.73,3.47,NaN,1.73,NaN,NaN,1.73,NaN,NaN,4.62,NaN,NaN,8.09,2.89,1.73,NaN,10.98,NaN,NaN
2016-03-29,1.14,NaN,1.14,NaN,NaN,2.27,1.14,3.41,1.14,NaN,NaN,1.14,NaN,NaN,2.27,3.98,1.14,3.41,NaN,1.14,NaN,6.25,2.84,3.41,NaN,NaN,NaN,7.39,8.52,2.84,NaN,NaN,NaN,NaN,NaN,4.55,1.7,NaN,3.98,2.27,6.25,NaN,2.27,1.7,NaN,3.98,NaN,2.27,6.25,2.84,NaN,1.7,16.48,NaN,6.25,7.95,1.7,1.7,NaN,7.39,2.27,1.7,NaN,NaN,NaN,NaN,2.84,NaN,NaN,NaN,NaN,1.7,2.27,1.7,3.41,NaN,1.7,NaN,NaN,1.7,NaN,NaN,4.55,NaN,NaN,7.95,2.84,1.7,NaN,10.8,NaN,NaN
2016-04-03,NaN,NaN,NaN,NaN,NaN,2.16,1.62,3.24,NaN,NaN,NaN,NaN,NaN,NaN,2.7,4.32,NaN,3.78,NaN,NaN,1.62,5.95,3.24,3.78,1.62,NaN,NaN,7.57,8.11,2.16,NaN,NaN,NaN,NaN,NaN,4.86,1.62,NaN,4.32,2.16,7.03,NaN,2.16,1.62,NaN,3.78,NaN,2.16,6.49,2.7,NaN,2.16,16.22,1.62,6.49,8.11,2.16,1.62,NaN,8.11,2.16,1.62,NaN,NaN,NaN,NaN,3.24,1.62,NaN,NaN,NaN,1.62,2.7,2.16,3.78,NaN,1.62,NaN,1.62,2.16,NaN,NaN,4.86,1.62,1.62,8.65,2.7,NaN,NaN,10.81,NaN,NaN
2016-04-13,NaN,NaN,NaN,NaN,NaN,2.11,1.58,3.16,NaN,NaN,NaN,NaN,NaN,NaN,3.16,4.21,NaN,3.68,NaN,NaN,1.58,6.32,4.21,3.68,1.58,NaN,NaN,7.37,7.89,3.16,NaN,NaN,NaN,NaN,NaN,4.74,1.58,NaN,4.21,3.68,7.89,NaN,2.11,1.58,NaN,3.68,1.58,2.63,7.89,2.63,NaN,2.11,15.79,1.58,6.32,7.89,2.11,1.58,NaN,7.89,2.11,1.58,NaN,NaN,NaN,NaN,3.16,1.58,NaN,NaN,NaN,1.58,2.63,2.11,4.21,NaN,1.58,NaN,2.11,2.11,NaN,NaN,4.74,1.58,NaN,8.95,2.63,NaN,NaN,10.53,NaN,NaN
2016-04-17,NaN,NaN,NaN,NaN,NaN,2.09,1.57,3.14,NaN,NaN,NaN,NaN,NaN,NaN,3.14,4.19,NaN,3.66,NaN,NaN,1.57,6.28,4.19,3.66,1.57,NaN,NaN,7.33,7.85,3.14,NaN,NaN,NaN,NaN,NaN,4.71,1.57,NaN,4.19,3.66,7.85,NaN,2.09,1.57,NaN,3.66,1.57,2.62,7.85,2.62,NaN,2.09,15.71,1.57,6.28,7.85,2.09,1.57,NaN,7.85,2.09,1.57,NaN,NaN,NaN,NaN,3.14,1.57,NaN,NaN,NaN,1.57,2.62,2.09,4.19,NaN,1.57,NaN,2.09,2.09,NaN,NaN,4.71,1.57,NaN,8.9,2.62,NaN,NaN,10.47,NaN,NaN
2016-04-19,NaN,NaN,NaN,NaN,NaN,2.09,1.57,3.14,NaN,NaN,NaN,NaN,NaN,NaN,3.14,4.19,NaN,3.66,NaN,NaN,1.57,6.28,4.19,3.66,1.57,NaN,NaN,7.33,7.85,3.14,NaN,NaN,NaN,NaN,NaN,4.71,1.57,NaN,4.19,3.66,7.85,NaN,2.09,1.57,NaN,3.66,1.57,2.62,7.85,2.62,NaN,2.09,15.71,1.57,6.28,7.85,2.09,1.57,NaN,7.85,2.09,1.57,NaN,NaN,NaN,NaN,3.14,1.57,NaN,NaN,NaN,1.57,2.62,2.09,4.19,NaN,1.57,NaN,2.09,2.09,NaN,NaN,4.71,1.57,NaN,8.9,2.62,NaN,NaN,10.47,NaN,NaN
2016-04-28,NaN,NaN,NaN,NaN,NaN,2.08,1.56,3.13,NaN,NaN,NaN,NaN,NaN,NaN,3.13,4.17,NaN,3.65,NaN,NaN,1.56,6.25,4.17,3.65,1.56,NaN,NaN,7.81,8.33,3.65,NaN,NaN,NaN,NaN,NaN,4.69,1.56,NaN,3.65,3.65,8.33,NaN,2.08,1.56,NaN,3.65,1.56,2.6,10.94,2.6,NaN,2.08,14.06,1.56,6.25,7.81,2.08,1.56,NaN,7.81,2.08,1.56,NaN,NaN,NaN,NaN,2.08,1.56,NaN,NaN,NaN,NaN,2.6,2.08,5.21,NaN,1.56,1.56,2.08,2.08,NaN,NaN,4.69,1.56,NaN,8.85,2.6,NaN,NaN,10.42,NaN,NaN
2016-04-29,NaN,NaN,NaN,NaN,NaN,2.08,1.56,3.13,NaN,NaN,NaN,NaN,NaN,NaN,3.13,4.17,NaN,3.65,NaN,NaN,1.56,6.25,4.17,3.65,1.56,NaN,NaN,7.81,8.33,3.65,NaN,NaN,NaN,NaN,NaN,4.69,1.56,NaN,3.65,3.65,8.33,NaN,2.08,1.56,NaN,3.65,1.56,2.6,10.94,2.6,NaN,2.08,14.06,1.56,6.25,7.81,2.08,1.56,NaN,7.81,2.08,1.56,NaN,NaN,NaN,NaN,2.08,1.56,NaN,NaN,NaN,NaN,2.6,2.08,5.21,NaN,1.56,1.56,2.08,2.08,NaN,NaN,4.69,1.56,NaN,8.85,2.6,NaN,NaN,10.42,NaN,NaN
2016-05-01,NaN,NaN,2.58,NaN,NaN,2.06,1.55,3.09,NaN,NaN,NaN,NaN,NaN,NaN,3.09,4.12,NaN,3.61,NaN,NaN,1.55,6.19,4.12,3.61,1.55,NaN,NaN,8.25,8.25,3.61,NaN,NaN,NaN,NaN,NaN,4.64,1.55,NaN,3.61,3.61,8.25,NaN,2.06,1.55,NaN,3.61,1.55,2.58,10.82,2.58,NaN,2.06,13.92,1.55,6.19,7.73,2.06,1.55,NaN,7.73,2.06,1.55,NaN,NaN,NaN,NaN,2.06,1.55,NaN,NaN,NaN,NaN,2.58,2.06,5.15,NaN,1.55,1.55,2.06,2.58,NaN,NaN,4.64,NaN,NaN,8.76,2.58,NaN,NaN,10.31,NaN,NaN
2016-05-02,NaN,NaN,2.58,NaN,NaN,2.06,1.55,3.09,NaN,NaN,NaN,NaN,NaN,NaN,3.09,4.12,NaN,3.61,NaN,NaN,1.55,6.19,4.12,3.61,1.55,NaN,NaN,8.25,8.25,3.61,NaN,NaN,NaN,NaN,NaN,4.64,1.55,NaN,3.61,3.61,8.25,NaN,2.06,1.55,NaN,3.61,1.55,2.58,10.82,2.58,NaN,2.06,13.92,1.55,6.19,7.73,2.06,1.55,NaN,7.73,2.06,1.55,NaN,NaN,NaN,NaN,2.06,1.55,NaN,NaN,NaN,NaN,2.58,2.06,5.15,NaN,1.55,1.55,2.06,2.58,NaN,NaN,4.64,NaN,NaN,8.76,2.58,NaN,NaN,10.31,NaN,NaN
2016-05-03,NaN,1.43,2.38,NaN,NaN,1.9,1.43,2.86,NaN,NaN,NaN,NaN,NaN,NaN,2.86,3.81,NaN,3.33,NaN,NaN,1.43,5.71,3.81,3.33,1.43,NaN,NaN,7.62,7.62,3.33,NaN,NaN,NaN,NaN,NaN,4.29,1.43,NaN,3.81,3.33,7.62,NaN,1.9,1.43,NaN,3.33,1.43,2.38,10,2.38,NaN,1.9,12.86,1.43,5.71,7.14,1.9,1.43,NaN,7.14,1.9,1.43,NaN,NaN,NaN,NaN,3.33,1.43,NaN,NaN,NaN,1.43,2.38,1.9,4.76,NaN,NaN,NaN,1.9,2.38,NaN,NaN,4.29,NaN,NaN,8.1,2.38,NaN,NaN,9.52,NaN,NaN
2016-05-04,NaN,1.43,2.38,NaN,NaN,1.9,1.43,2.86,NaN,NaN,NaN,NaN,NaN,NaN,2.86,3.81,NaN,3.33,NaN,NaN,1.43,5.71,3.81,3.33,1.43,NaN,NaN,7.62,7.62,3.33,NaN,NaN,NaN,NaN,NaN,4.29,1.43,NaN,3.81,3.33,7.62,NaN,1.9,1.43,NaN,3.33,1.43,2.38,10,2.38,NaN,1.9,12.86,1.43,5.71,7.14,1.9,1.43,NaN,7.14,1.9,1.43,NaN,NaN,NaN,NaN,3.33,1.43,NaN,NaN,NaN,1.43,2.38,1.9,4.76,NaN,NaN,NaN,1.9,2.38,NaN,NaN,4.29,NaN,NaN,8.1,2.38,NaN,NaN,9.52,NaN,NaN
2016-05-05,NaN,1.43,2.38,NaN,NaN,1.9,1.43,2.86,NaN,NaN,NaN,NaN,NaN,NaN,2.86,3.81,NaN,3.33,NaN,NaN,1.43,5.71,3.81,3.33,1.43,NaN,NaN,7.62,7.62,3.33,NaN,NaN,NaN,NaN,NaN,4.29,1.43,NaN,3.81,3.33,7.62,NaN,1.9,1.43,NaN,3.33,1.43,2.38,10,2.38,NaN,1.9,12.86,1.43,5.71,7.14,1.9,1.43,NaN,7.14,2.38,1.43,NaN,NaN,NaN,NaN,3.33,1.43,NaN,NaN,NaN,1.43,2.38,1.9,4.76,NaN,NaN,NaN,1.9,2.38,NaN,NaN,4.29,NaN,NaN,8.1,2.38,NaN,NaN,9.52,NaN,NaN
2016-05-06,NaN,1.43,2.38,NaN,NaN,1.9,1.43,2.86,NaN,NaN,NaN,NaN,NaN,NaN,2.86,3.81,NaN,3.33,NaN,NaN,1.43,5.71,3.81,3.33,1.43,NaN,NaN,7.62,7.62,3.33,NaN,NaN,NaN,NaN,NaN,4.29,1.43,NaN,3.81,3.33,7.62,NaN,1.9,1.43,NaN,3.33,1.43,2.38,10,2.38,NaN,1.9,12.86,1.43,5.71,7.14,1.9,1.43,NaN,7.14,2.38,1.43,NaN,NaN,NaN,NaN,3.33,1.43,NaN,NaN,NaN,1.43,2.38,1.9,4.76,NaN,NaN,NaN,1.9,2.38,NaN,NaN,4.29,NaN,NaN,8.1,2.38,NaN,NaN,9.52,NaN,NaN
2016-05-07,NaN,1.43,2.38,NaN,NaN,1.9,1.43,2.86,NaN,NaN,NaN,NaN,NaN,NaN,2.86,3.81,NaN,3.33,NaN,NaN,1.43,5.71,3.81,3.33,1.43,NaN,NaN,7.62,7.62,3.33,NaN,NaN,NaN,NaN,NaN,4.29,1.43,NaN,3.81,3.33,8.1,NaN,1.9,1.43,NaN,3.33,1.43,2.38,10,2.38,NaN,1.9,12.86,1.43,5.71,7.14,1.9,1.43,NaN,7.14,2.38,1.43,NaN,NaN,NaN,NaN,3.33,1.43,NaN,NaN,NaN,1.43,2.38,1.9,4.76,NaN,NaN,NaN,1.9,2.38,NaN,NaN,4.29,NaN,NaN,8.57,2.38,NaN,NaN,10,NaN,NaN
2016-05-08,NaN,1.44,2.39,NaN,NaN,1.91,1.44,2.87,NaN,NaN,NaN,NaN,NaN,NaN,2.87,3.83,NaN,3.35,NaN,NaN,1.44,5.74,3.83,3.35,1.44,NaN,NaN,7.66,7.66,3.35,NaN,NaN,NaN,NaN,NaN,4.31,1.44,NaN,3.83,3.35,8.13,NaN,1.91,1.44,NaN,3.35,1.44,2.39,10.05,2.39,NaN,1.91,12.92,1.44,5.74,7.66,1.91,NaN,NaN,7.18,2.39,1.44,NaN,NaN,NaN,NaN,3.35,1.44,NaN,NaN,NaN,1.44,2.39,1.91,4.78,NaN,1.44,NaN,1.91,2.39,NaN,NaN,4.31,NaN,NaN,8.61,2.39,NaN,NaN,10.05,NaN,NaN
