Date,Apache::LogFormat,Backtrace::AsHTML,Bailador,Base64,CSS::Grammar,Compress::Zlib,Compress::Zlib::Raw,Config::INI,Config::Simple,Cookie::Baker,Crust,DBIish,Data::Dump,DateTime::Format,DateTime::Parse,Digest,Digest::HMAC,Digest::MD5,Email::Simple,Encode,File::Directory::Tree,File::Find,File::Temp,File::Which,Find::Bundled,Flower,Getopt::Tiny,HTML::Entity,HTML::Escape,HTML::Template,HTTP::Easy,HTTP::HPACK,HTTP::MultiPartParser,HTTP::Parser,HTTP::Request::Supply,HTTP::Server,HTTP::Server::Tiny,HTTP::Status,HTTP::Tinyish,HTTP::UserAgent,Hash::MultiValue,IO::Blob,IO::Capture::Simple,IO::Socket::Async::SSL,IO::Socket::SSL,JSON::Class,JSON::Fast,JSON::Marshal,JSON::Name,JSON::Pretty,JSON::Tiny,JSON::Unmarshal,LWP::Simple,LibraryMake,Linenoise,META6,MIME::Base64,Native::Resources,NativeHelpers::Array,NativeHelpers::Blob,Netstring,OO::Monitors,OpenSSL,PSGI,Pod::Coverage,RakudoPrereq,SVG,Shell::Command,Sparrowdo,Template6,Template::Mojo,Template::Mustache,Terminal::ANSIColor,Test::META,URI,URI::Encode,UUID,XML,XML::Writer,YAMLish
2017-05-29,3.16,3.16,NaN,4.35,NaN,3.16,3.56,5.53,5.14,3.16,NaN,3.95,5.53,7.51,13.44,9.88,6.32,NaN,NaN,13.83,24.51,9.09,24.11,7.51,NaN,NaN,3.16,NaN,NaN,NaN,6.72,NaN,4.74,3.56,NaN,NaN,NaN,20.95,5.14,13.04,NaN,4.74,NaN,NaN,7.91,11.86,33.6,12.65,14.23,6.32,18.58,13.04,6.32,7.51,NaN,9.09,25.69,NaN,3.56,5.14,NaN,NaN,11.46,9.09,NaN,NaN,NaN,3.95,4.74,NaN,NaN,NaN,11.46,8.3,22.13,6.32,NaN,11.86,NaN,NaN
2017-05-30,3.16,3.16,NaN,4.35,NaN,3.16,3.56,5.53,5.14,3.16,NaN,3.95,5.53,7.51,13.44,9.88,6.32,NaN,NaN,13.83,24.51,9.09,24.11,7.51,NaN,NaN,3.16,NaN,NaN,NaN,6.72,NaN,4.74,3.56,NaN,NaN,NaN,20.95,5.14,13.04,NaN,4.74,NaN,NaN,7.91,11.86,33.6,12.65,14.23,6.32,18.58,13.04,6.32,7.51,NaN,9.09,25.69,NaN,3.56,5.14,NaN,NaN,11.46,9.09,NaN,NaN,NaN,3.95,4.74,NaN,NaN,NaN,11.46,8.3,22.13,6.32,NaN,11.86,NaN,NaN
2017-05-31,3.16,3.16,NaN,4.35,NaN,3.16,3.56,5.53,5.14,3.16,NaN,3.95,5.53,7.51,13.44,9.88,6.32,NaN,NaN,13.83,25.69,9.09,25.3,7.51,NaN,NaN,3.16,NaN,NaN,NaN,6.72,NaN,4.74,3.56,NaN,NaN,NaN,20.95,5.14,13.04,NaN,4.74,NaN,NaN,7.91,11.86,33.6,12.65,14.23,6.32,18.58,13.04,6.32,7.51,NaN,9.09,25.69,NaN,3.56,5.14,NaN,NaN,11.46,9.09,NaN,NaN,NaN,3.95,4.74,NaN,NaN,NaN,11.46,8.3,22.13,6.32,NaN,11.86,NaN,NaN
2017-06-01,3.19,3.19,NaN,4.38,NaN,3.19,3.59,5.58,5.18,3.19,NaN,3.98,5.58,7.57,13.55,7.97,4.38,NaN,NaN,13.94,23.9,7.97,23.51,7.57,NaN,NaN,3.19,NaN,NaN,NaN,5.18,NaN,3.19,3.59,NaN,NaN,NaN,19.52,4.38,13.15,NaN,4.78,NaN,NaN,7.97,11.95,32.27,12.75,14.34,6.37,18.73,13.15,6.37,7.57,NaN,9.16,25.9,NaN,3.59,5.18,NaN,NaN,11.55,7.57,NaN,NaN,NaN,3.98,4.78,NaN,NaN,NaN,11.55,8.37,21.12,6.37,NaN,11.95,NaN,NaN
2017-06-03,3.19,3.19,NaN,4.38,NaN,3.19,3.59,5.58,5.18,3.19,NaN,3.98,5.58,7.57,13.55,9.96,6.37,NaN,NaN,13.94,25.1,9.16,24.7,7.57,NaN,NaN,3.19,NaN,NaN,NaN,6.77,NaN,4.78,3.59,NaN,NaN,NaN,21.12,4.38,13.15,NaN,4.78,NaN,NaN,7.97,11.95,33.47,12.75,14.34,6.37,18.73,13.15,6.37,7.57,NaN,9.16,25.9,NaN,3.59,5.18,NaN,NaN,11.55,9.16,NaN,NaN,NaN,3.98,4.78,NaN,NaN,NaN,11.55,8.37,22.31,6.37,NaN,11.95,NaN,NaN
2017-06-05,3.19,3.19,NaN,4.38,NaN,3.19,3.59,5.58,5.18,3.19,NaN,3.98,5.58,7.57,13.55,9.96,6.37,NaN,NaN,13.94,25.5,9.16,24.7,7.57,NaN,NaN,3.19,NaN,NaN,NaN,6.77,NaN,4.78,3.59,NaN,NaN,NaN,21.12,4.38,13.15,NaN,4.78,NaN,NaN,7.97,11.95,33.47,12.75,14.34,6.37,18.73,13.15,6.37,7.57,NaN,9.16,25.9,NaN,3.59,5.18,NaN,NaN,11.55,9.16,NaN,NaN,NaN,3.98,4.78,NaN,NaN,NaN,11.55,8.37,22.31,6.37,NaN,11.95,NaN,NaN
2017-06-06,3.17,3.17,NaN,4.37,NaN,3.17,3.57,5.56,5.16,3.17,NaN,3.97,5.56,7.54,13.49,9.92,6.35,NaN,NaN,13.89,25.4,9.13,24.6,7.54,NaN,NaN,3.17,NaN,NaN,NaN,6.75,NaN,4.76,3.57,NaN,NaN,NaN,21.03,4.37,13.1,NaN,4.76,NaN,NaN,7.94,12.7,33.73,13.49,15.08,6.35,18.65,13.89,6.35,7.54,NaN,9.92,25.79,NaN,3.57,5.16,NaN,NaN,11.51,9.13,NaN,NaN,NaN,3.97,4.76,NaN,NaN,NaN,11.51,9.13,22.22,6.35,NaN,11.9,NaN,NaN
2017-06-07,3.19,3.19,NaN,4.38,NaN,3.19,3.59,5.58,5.18,3.19,NaN,3.98,5.58,7.57,13.55,9.96,6.37,NaN,NaN,13.94,25.5,9.16,24.7,7.57,NaN,NaN,3.19,NaN,NaN,NaN,6.77,NaN,4.78,3.59,NaN,NaN,NaN,21.12,4.38,13.15,NaN,4.78,NaN,NaN,7.97,12.75,33.86,13.55,15.14,6.37,18.73,13.94,5.98,7.57,NaN,9.96,25.5,NaN,3.59,5.18,NaN,NaN,11.55,9.16,NaN,NaN,NaN,3.98,4.78,NaN,NaN,NaN,11.55,9.16,21.91,6.37,NaN,11.55,NaN,NaN
2017-06-08,3.17,3.17,NaN,4.37,NaN,3.17,3.57,5.56,5.16,3.17,NaN,3.97,5.56,7.54,13.49,9.92,6.35,NaN,NaN,13.89,25.4,9.13,24.6,7.94,NaN,NaN,3.17,NaN,NaN,NaN,6.75,NaN,4.76,3.57,NaN,NaN,NaN,21.03,4.37,13.1,NaN,4.76,NaN,NaN,7.94,12.7,33.73,13.49,15.08,6.35,18.65,13.89,6.35,7.54,NaN,9.92,25.79,NaN,3.57,5.16,NaN,NaN,11.51,9.13,NaN,NaN,NaN,3.97,4.76,NaN,NaN,NaN,11.51,9.13,22.22,6.35,NaN,11.9,NaN,NaN
2017-06-09,3.17,3.17,NaN,4.37,NaN,3.17,3.57,5.56,5.16,3.17,NaN,3.97,5.56,7.54,13.49,9.92,6.35,NaN,NaN,13.89,25.4,9.13,24.6,7.94,NaN,NaN,3.17,NaN,NaN,NaN,6.75,NaN,4.76,3.57,NaN,NaN,NaN,21.03,4.37,13.1,NaN,4.76,NaN,NaN,7.94,12.7,33.73,13.49,15.08,6.35,18.65,13.89,6.35,7.54,NaN,9.92,25.79,NaN,3.57,5.16,NaN,NaN,11.51,9.13,NaN,NaN,NaN,3.97,4.76,NaN,NaN,NaN,11.51,9.13,22.22,6.35,NaN,11.9,NaN,NaN
2017-06-11,3.16,3.16,NaN,4.35,NaN,3.16,3.56,5.53,5.14,3.16,NaN,3.95,5.53,7.51,13.44,9.88,6.32,NaN,NaN,13.83,25.3,9.09,24.51,7.91,NaN,NaN,3.16,NaN,NaN,NaN,6.72,NaN,4.74,3.56,NaN,NaN,NaN,20.95,4.35,13.04,NaN,4.74,NaN,NaN,7.91,12.65,33.6,13.44,15.02,6.32,18.58,13.83,6.32,7.51,NaN,9.88,25.69,NaN,3.56,5.14,NaN,NaN,11.46,9.09,NaN,NaN,NaN,3.95,4.74,NaN,NaN,NaN,11.46,9.09,22.13,6.32,NaN,11.86,NaN,NaN
2017-06-12,3.16,3.16,NaN,4.35,NaN,NaN,3.16,5.53,5.14,3.16,NaN,3.95,5.53,7.51,13.44,9.88,6.32,NaN,NaN,13.83,25.3,9.09,24.51,7.91,NaN,NaN,3.16,NaN,NaN,NaN,6.72,NaN,4.74,3.56,NaN,NaN,3.16,20.95,4.35,13.04,NaN,4.74,NaN,NaN,7.91,12.65,33.6,13.44,15.02,6.32,18.18,13.83,6.32,7.51,NaN,9.88,25.69,NaN,3.56,5.14,NaN,NaN,11.46,9.09,NaN,NaN,NaN,3.95,4.74,NaN,NaN,NaN,11.46,9.09,22.13,6.32,NaN,11.86,NaN,NaN
2017-06-13,3.17,3.17,NaN,4.37,NaN,3.17,3.57,5.56,5.16,3.17,NaN,3.97,5.56,7.54,13.49,9.92,6.35,NaN,NaN,13.89,25.4,9.13,24.6,7.94,NaN,NaN,3.17,NaN,NaN,NaN,6.75,NaN,4.76,3.57,NaN,NaN,NaN,21.03,4.37,13.1,NaN,4.76,NaN,NaN,7.94,11.9,33.33,12.7,14.29,6.35,18.65,13.1,6.35,7.54,NaN,9.13,25.79,NaN,3.57,5.16,NaN,NaN,11.51,9.13,NaN,NaN,NaN,3.97,4.76,NaN,NaN,NaN,11.51,8.33,22.22,6.35,NaN,11.9,NaN,NaN
2017-06-14,3.17,3.17,NaN,4.37,NaN,3.17,3.57,5.56,5.16,3.17,NaN,3.97,5.56,7.54,13.49,9.92,6.35,NaN,NaN,13.89,25.4,9.52,24.6,7.94,NaN,NaN,3.17,NaN,NaN,NaN,6.75,NaN,4.76,3.57,NaN,NaN,NaN,21.03,4.37,13.1,NaN,4.76,NaN,NaN,7.94,12.7,33.73,13.49,15.08,6.35,18.65,13.89,6.35,7.54,NaN,9.92,25.79,NaN,3.57,5.16,NaN,NaN,11.51,9.13,NaN,NaN,NaN,3.97,4.76,NaN,NaN,NaN,11.51,9.13,22.22,6.35,NaN,11.9,NaN,NaN
2017-06-15,3.17,3.17,NaN,4.37,NaN,3.17,3.57,5.56,5.16,3.17,NaN,3.97,5.56,7.54,13.49,9.92,6.35,NaN,NaN,13.89,25.4,9.52,24.6,7.94,NaN,NaN,3.17,NaN,NaN,NaN,6.75,NaN,4.76,3.57,NaN,NaN,NaN,21.03,4.37,13.1,NaN,4.76,NaN,NaN,7.94,12.7,33.73,13.49,15.08,6.35,18.65,13.89,6.35,7.54,NaN,9.92,25.79,NaN,3.57,5.16,NaN,NaN,11.51,9.13,NaN,NaN,NaN,3.97,4.76,NaN,NaN,NaN,11.51,9.13,22.22,6.35,NaN,11.9,NaN,NaN
2017-06-18,3.17,3.17,NaN,4.37,NaN,3.17,3.57,5.56,5.16,3.17,NaN,3.97,5.56,7.54,13.49,9.92,6.35,NaN,NaN,13.89,25.4,9.52,24.6,7.94,NaN,NaN,3.17,NaN,NaN,NaN,6.75,NaN,4.76,3.57,NaN,NaN,NaN,21.03,4.37,13.1,NaN,4.76,NaN,NaN,7.94,11.9,33.73,12.7,14.29,6.35,18.65,13.1,6.35,7.54,NaN,9.13,26.59,NaN,3.57,5.16,NaN,NaN,11.51,9.13,NaN,NaN,NaN,3.97,4.76,NaN,NaN,NaN,11.51,8.33,22.22,6.35,NaN,11.9,NaN,NaN
2017-06-20,3.19,3.19,NaN,4.38,NaN,3.19,3.59,5.58,5.18,3.19,NaN,3.98,5.58,7.57,13.94,9.96,6.37,NaN,NaN,14.34,25.5,9.16,24.7,7.97,NaN,NaN,3.19,NaN,NaN,NaN,6.77,NaN,4.78,3.59,NaN,NaN,NaN,21.51,4.38,13.55,NaN,4.78,NaN,NaN,7.57,11.95,33.86,12.75,14.34,6.37,18.33,13.15,5.58,7.57,NaN,9.16,26.29,NaN,3.59,5.18,NaN,NaN,11.16,9.16,NaN,NaN,NaN,3.98,4.78,NaN,NaN,NaN,11.55,8.37,21.91,6.37,NaN,11.95,NaN,NaN
2017-06-22,3.19,3.19,NaN,4.38,NaN,3.19,3.59,5.58,5.18,3.19,NaN,3.98,5.58,7.57,14.34,9.96,6.37,NaN,NaN,14.74,25.9,9.56,25.1,7.97,NaN,NaN,3.19,NaN,NaN,NaN,6.77,NaN,4.78,3.59,NaN,NaN,NaN,21.91,3.98,13.94,NaN,4.78,NaN,NaN,7.97,11.95,33.86,12.75,14.34,6.37,18.73,13.15,5.58,7.57,NaN,9.16,26.69,NaN,3.59,5.18,NaN,NaN,11.55,9.16,NaN,NaN,NaN,3.98,4.78,NaN,NaN,NaN,11.95,8.37,22.31,6.37,NaN,11.95,NaN,NaN
2017-06-23,3.19,3.19,NaN,4.38,NaN,3.19,3.59,5.58,5.18,3.19,NaN,3.98,5.58,7.57,14.34,9.96,6.37,NaN,NaN,14.74,25.9,9.56,25.1,7.97,NaN,NaN,3.19,NaN,NaN,NaN,6.77,NaN,4.78,3.59,NaN,NaN,NaN,21.91,3.98,13.94,NaN,4.78,NaN,NaN,7.97,11.95,33.86,12.75,14.34,6.37,18.73,13.15,5.58,7.57,NaN,9.16,26.69,NaN,3.59,5.18,NaN,NaN,11.55,9.16,NaN,NaN,NaN,3.98,4.78,NaN,NaN,NaN,11.95,8.37,22.31,6.37,NaN,11.95,NaN,NaN
2017-06-25,3.17,3.17,NaN,4.37,NaN,3.17,3.57,5.56,5.16,3.17,NaN,3.97,5.56,7.54,14.29,9.92,6.35,NaN,NaN,14.68,25.79,9.52,25,7.94,NaN,NaN,3.17,NaN,NaN,NaN,6.75,NaN,4.76,3.57,NaN,NaN,NaN,22.22,3.97,13.89,NaN,4.76,NaN,NaN,7.94,11.9,33.73,12.7,14.29,6.35,18.65,13.1,5.56,7.54,NaN,9.13,26.59,NaN,3.57,5.16,NaN,NaN,11.51,9.13,NaN,NaN,NaN,3.97,4.76,NaN,NaN,NaN,11.9,8.33,22.22,6.35,NaN,11.9,NaN,NaN
2017-07-03,3.16,3.16,NaN,4.35,NaN,3.16,3.56,5.53,5.14,3.16,NaN,3.95,5.53,7.51,14.23,9.88,6.32,NaN,NaN,14.62,26.09,9.49,25.3,7.91,NaN,NaN,3.16,NaN,NaN,NaN,6.72,NaN,4.74,3.56,NaN,NaN,NaN,22.13,3.95,13.83,NaN,4.74,NaN,NaN,7.91,11.86,33.6,12.65,14.23,6.32,18.58,13.04,5.53,7.51,NaN,9.09,26.48,NaN,3.56,5.14,NaN,NaN,11.46,9.09,NaN,NaN,NaN,3.95,4.74,NaN,NaN,NaN,11.86,8.3,22.13,6.32,NaN,11.86,NaN,NaN
2017-07-05,3.15,3.15,NaN,4.33,NaN,3.15,3.54,5.51,5.12,3.15,NaN,3.94,5.51,7.48,14.17,9.84,6.3,NaN,NaN,14.57,25.98,9.45,25.2,7.87,NaN,NaN,3.15,NaN,NaN,NaN,6.69,NaN,4.72,3.54,NaN,NaN,NaN,22.05,3.94,13.78,NaN,4.72,NaN,NaN,7.87,11.81,33.46,12.6,14.17,6.3,18.11,12.99,5.51,7.48,NaN,9.06,26.38,NaN,3.54,5.12,NaN,NaN,11.42,9.06,NaN,NaN,NaN,3.94,4.72,NaN,NaN,NaN,11.81,8.27,22.05,6.3,NaN,11.81,NaN,NaN
2017-07-06,3.15,3.15,NaN,4.33,NaN,3.15,3.54,5.51,5.12,3.15,NaN,3.94,5.51,7.48,14.17,9.84,6.3,NaN,NaN,14.57,25.98,9.45,25.2,7.87,NaN,NaN,3.15,NaN,NaN,NaN,6.69,NaN,4.72,3.54,NaN,NaN,NaN,22.05,3.94,13.78,NaN,4.72,NaN,NaN,7.87,11.81,33.46,12.6,14.17,6.3,18.11,12.99,5.51,7.48,NaN,9.06,26.38,NaN,3.54,5.12,NaN,NaN,11.42,9.06,NaN,NaN,NaN,3.94,4.72,NaN,NaN,NaN,11.81,8.27,22.05,6.3,NaN,11.81,NaN,NaN
2017-07-07,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.49,5.1,3.14,NaN,3.92,5.49,7.45,14.12,10.2,6.67,NaN,NaN,14.51,25.88,9.41,25.1,7.84,NaN,NaN,3.14,NaN,NaN,NaN,6.67,NaN,4.71,3.53,NaN,NaN,NaN,21.96,3.92,13.73,NaN,4.71,NaN,NaN,7.84,11.76,33.73,12.55,14.12,6.27,18.04,12.94,5.49,7.45,NaN,9.02,26.67,NaN,3.53,5.1,NaN,NaN,11.37,9.02,NaN,NaN,NaN,3.92,4.71,NaN,NaN,NaN,11.76,8.24,21.96,6.27,NaN,11.76,NaN,NaN
2017-07-08,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.49,5.1,3.14,NaN,3.92,5.49,7.45,14.12,9.8,6.27,NaN,NaN,14.51,25.88,9.41,25.1,7.84,NaN,NaN,NaN,NaN,NaN,NaN,6.27,NaN,4.31,3.92,NaN,NaN,3.53,21.96,3.92,13.73,NaN,5.1,NaN,NaN,7.84,11.76,33.33,12.55,14.12,6.27,18.04,12.94,5.49,7.45,NaN,9.02,26.67,NaN,3.53,5.1,NaN,NaN,11.37,8.63,NaN,NaN,NaN,3.92,4.71,NaN,NaN,NaN,11.76,8.24,21.57,6.27,NaN,11.76,NaN,NaN
2017-07-09,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.49,5.1,3.14,NaN,3.92,5.49,7.45,14.12,9.8,6.27,NaN,NaN,14.51,25.88,9.41,25.1,7.84,NaN,NaN,NaN,NaN,NaN,NaN,6.27,NaN,4.31,3.92,NaN,NaN,3.53,21.96,3.92,13.73,NaN,5.1,NaN,NaN,7.84,11.76,33.33,12.55,14.12,6.27,18.04,12.94,5.49,7.45,NaN,9.02,26.67,NaN,3.53,5.1,NaN,NaN,11.37,8.63,NaN,NaN,NaN,3.92,4.71,NaN,NaN,NaN,12.16,8.24,21.57,6.27,NaN,11.76,NaN,NaN
2017-07-10,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.49,5.1,3.14,NaN,3.92,5.49,7.45,14.12,9.8,6.27,NaN,NaN,14.51,25.88,9.41,25.1,7.84,NaN,NaN,NaN,NaN,NaN,NaN,6.27,NaN,4.31,3.92,NaN,NaN,3.53,21.96,3.92,13.73,NaN,5.1,NaN,NaN,7.84,11.76,33.33,12.55,14.12,6.27,18.04,12.94,5.49,7.45,NaN,9.02,26.67,NaN,3.53,5.1,NaN,NaN,11.37,8.63,NaN,NaN,NaN,3.92,4.71,NaN,NaN,NaN,12.16,8.24,21.57,6.27,NaN,11.76,NaN,NaN
2017-07-11,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.49,5.1,3.14,NaN,3.92,5.49,7.45,14.51,10.2,6.67,NaN,NaN,14.9,26.27,9.41,25.49,7.84,NaN,NaN,NaN,NaN,NaN,NaN,6.27,NaN,4.31,3.92,NaN,NaN,3.53,22.35,3.92,14.12,NaN,5.1,NaN,NaN,8.24,11.76,33.73,12.55,14.12,6.27,18.04,12.94,5.49,7.45,NaN,9.02,27.06,NaN,3.53,5.1,NaN,NaN,11.76,8.63,NaN,NaN,NaN,3.92,4.71,NaN,NaN,NaN,12.16,8.24,21.96,6.67,NaN,12.16,NaN,NaN
2017-07-12,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.49,5.1,3.14,NaN,3.92,5.49,7.45,14.51,10.2,6.67,NaN,NaN,14.9,26.27,9.41,25.49,7.84,NaN,NaN,NaN,NaN,NaN,NaN,6.27,NaN,4.31,3.92,NaN,NaN,3.53,22.35,3.92,14.12,NaN,5.1,NaN,NaN,8.24,11.76,33.73,12.55,14.12,6.27,18.04,12.94,5.49,7.45,NaN,9.02,27.06,NaN,3.53,5.1,NaN,NaN,11.76,8.63,NaN,NaN,NaN,3.92,4.71,NaN,NaN,NaN,12.16,8.24,21.96,6.67,NaN,12.16,NaN,NaN
2017-07-13,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.49,5.1,3.14,NaN,3.92,5.49,7.45,14.51,10.2,6.67,NaN,NaN,14.9,26.27,9.41,25.49,7.84,NaN,NaN,NaN,NaN,NaN,NaN,6.27,NaN,4.31,3.92,NaN,NaN,3.53,22.35,3.92,14.12,NaN,5.1,NaN,NaN,8.24,11.76,33.73,12.55,14.12,6.27,18.04,12.94,5.49,7.45,NaN,9.02,27.06,NaN,3.53,5.1,NaN,NaN,11.76,8.63,NaN,NaN,NaN,3.92,4.71,NaN,NaN,NaN,12.16,8.24,21.96,6.67,NaN,12.16,NaN,NaN
2017-07-14,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.49,5.1,3.14,NaN,3.92,5.49,7.45,14.51,10.2,6.67,NaN,NaN,14.9,26.27,9.41,25.49,7.84,NaN,NaN,NaN,NaN,NaN,NaN,6.27,NaN,4.31,3.92,NaN,NaN,3.53,22.35,3.92,14.12,NaN,5.1,NaN,NaN,8.24,11.76,33.73,12.55,14.12,6.27,18.04,12.94,5.49,7.45,NaN,9.02,27.06,NaN,3.53,5.1,NaN,NaN,11.76,8.63,NaN,NaN,NaN,3.92,4.71,NaN,NaN,NaN,12.16,8.24,21.96,6.67,NaN,12.16,NaN,NaN
2017-07-15,3.15,3.15,NaN,4.33,NaN,3.15,3.54,5.51,5.12,3.15,NaN,3.94,5.51,7.48,14.57,10.24,6.69,NaN,NaN,14.96,26.38,9.45,25.59,7.87,NaN,NaN,NaN,NaN,NaN,NaN,6.3,NaN,4.33,3.94,NaN,NaN,3.54,22.44,3.94,14.17,NaN,5.12,NaN,NaN,8.27,11.81,33.46,12.6,14.17,6.3,18.5,12.99,5.51,7.48,NaN,9.06,27.17,NaN,3.54,5.12,NaN,NaN,11.81,8.66,NaN,NaN,NaN,3.94,4.72,NaN,NaN,NaN,11.81,8.27,22.05,6.69,NaN,12.2,NaN,NaN
2017-07-16,3.15,3.15,NaN,4.33,NaN,3.15,3.54,5.51,5.12,3.15,NaN,3.94,5.51,7.48,14.57,10.24,6.69,NaN,NaN,14.96,26.38,9.45,25.59,7.87,NaN,NaN,NaN,NaN,NaN,NaN,6.3,NaN,4.33,3.94,NaN,NaN,3.54,22.44,3.94,14.17,NaN,5.12,NaN,NaN,8.27,11.81,33.46,12.6,14.17,6.3,18.5,12.99,5.51,7.48,NaN,9.06,27.17,NaN,3.54,5.12,NaN,NaN,11.81,8.66,NaN,NaN,NaN,3.94,4.72,NaN,NaN,NaN,11.81,8.27,22.05,6.69,NaN,12.2,NaN,NaN
2017-07-17,3.15,3.15,NaN,4.33,NaN,3.15,3.54,5.51,5.12,3.15,NaN,3.94,5.51,7.48,14.57,10.24,6.69,NaN,NaN,14.96,26.38,9.45,25.59,7.87,NaN,NaN,NaN,NaN,NaN,NaN,6.3,NaN,4.33,3.94,NaN,NaN,3.54,22.44,3.94,14.17,NaN,5.12,NaN,NaN,8.27,11.81,33.46,12.6,14.17,6.3,18.5,12.99,5.51,7.48,NaN,9.06,27.17,NaN,3.54,5.12,NaN,NaN,11.81,8.66,NaN,NaN,NaN,3.94,4.72,NaN,NaN,NaN,11.81,8.27,22.05,6.69,NaN,12.2,NaN,NaN
2017-07-19,3.15,3.15,NaN,4.33,NaN,3.15,3.54,5.51,5.12,3.15,NaN,3.94,5.51,7.48,14.57,10.24,6.69,NaN,NaN,14.96,26.38,9.45,25.59,7.87,NaN,NaN,3.15,NaN,NaN,NaN,6.3,NaN,4.33,3.54,NaN,NaN,NaN,22.05,3.94,14.17,NaN,4.72,NaN,NaN,8.27,11.81,33.46,12.6,14.17,6.3,18.5,12.99,5.51,7.48,NaN,9.06,27.17,NaN,3.54,5.12,NaN,NaN,11.81,8.66,NaN,NaN,NaN,3.94,4.72,NaN,NaN,NaN,11.81,8.27,22.05,6.69,NaN,12.2,NaN,NaN
2017-07-20,2.87,2.87,NaN,4.1,NaN,3.28,3.69,6.15,5.74,2.87,NaN,4.1,6.15,7.38,14.34,10.25,6.56,NaN,NaN,14.75,26.64,9.43,25.82,7.79,NaN,NaN,NaN,NaN,NaN,NaN,6.15,NaN,4.1,3.28,NaN,NaN,NaN,22.13,4.1,13.93,NaN,4.51,NaN,NaN,8.2,12.7,34.43,13.52,15.16,6.97,19.26,13.93,5.33,7.38,NaN,9.84,27.87,NaN,3.69,5.33,NaN,NaN,11.89,8.61,NaN,NaN,NaN,3.69,5.33,NaN,NaN,NaN,12.7,9.02,22.13,6.56,NaN,12.3,NaN,3.28
2017-07-21,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.88,5.49,3.14,NaN,4.31,5.88,7.45,14.51,10.2,6.67,NaN,NaN,14.9,26.27,9.41,25.49,7.84,NaN,NaN,NaN,NaN,NaN,NaN,6.27,NaN,4.31,3.53,NaN,NaN,NaN,21.96,3.92,14.12,NaN,4.71,NaN,NaN,8.24,12.16,33.73,12.94,14.51,6.67,18.82,13.33,5.49,7.45,NaN,9.41,27.45,NaN,3.53,5.49,NaN,NaN,11.76,8.63,NaN,NaN,NaN,3.92,5.1,NaN,NaN,NaN,12.55,8.63,21.96,6.67,NaN,12.16,NaN,3.53
2017-07-23,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.88,5.49,3.14,NaN,4.31,5.88,7.45,14.51,10.2,6.67,NaN,NaN,14.9,26.27,9.41,25.49,7.84,NaN,NaN,NaN,NaN,NaN,NaN,6.27,NaN,4.31,3.53,NaN,NaN,NaN,21.96,3.92,14.12,NaN,4.71,NaN,NaN,8.24,12.55,34.12,13.33,14.9,6.67,18.82,13.73,5.49,7.84,NaN,9.41,27.45,NaN,3.53,5.49,NaN,NaN,11.76,8.63,NaN,NaN,NaN,3.92,5.1,NaN,NaN,NaN,12.55,8.63,21.96,6.67,NaN,12.16,NaN,3.53
2017-07-24,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.88,5.49,3.14,NaN,4.31,5.88,7.45,14.51,10.2,6.67,NaN,NaN,14.9,26.27,9.41,25.49,7.84,NaN,NaN,NaN,NaN,NaN,NaN,6.27,NaN,4.31,3.53,NaN,NaN,NaN,21.96,3.92,14.12,NaN,4.71,NaN,NaN,8.24,12.55,34.12,13.33,14.9,6.67,18.82,13.73,5.49,7.84,NaN,9.41,27.45,NaN,3.53,5.49,NaN,NaN,11.76,8.63,NaN,NaN,NaN,3.92,5.1,NaN,NaN,NaN,12.55,8.63,21.96,6.67,NaN,12.16,NaN,3.53
2017-07-25,3.14,3.14,NaN,4.31,NaN,3.14,3.53,5.88,5.49,3.14,NaN,4.31,5.88,7.45,14.51,10.2,6.67,NaN,NaN,14.9,26.27,9.41,25.49,7.84,NaN,NaN,NaN,NaN,NaN,NaN,6.27,NaN,4.31,3.53,NaN,NaN,NaN,21.96,3.92,14.12,NaN,4.71,NaN,NaN,8.24,12.55,34.12,13.33,14.9,6.67,18.82,13.73,5.49,7.84,NaN,9.41,27.45,NaN,3.53,5.49,NaN,NaN,11.76,8.63,NaN,NaN,NaN,3.92,5.1,NaN,NaN,NaN,12.55,8.63,21.96,6.67,NaN,12.16,NaN,3.53
