Date,Apache::LogFormat,Backtrace::AsHTML,Bailador,Base64,CSS::Grammar,Compress::Zlib,Compress::Zlib::Raw,Config::INI,Config::Simple,Cookie::Baker,Crust,DBIish,Data::Dump,DateTime::Format,DateTime::Parse,Digest,Digest::HMAC,Digest::MD5,Email::Simple,Encode,File::Directory::Tree,File::Find,File::Temp,File::Which,Find::Bundled,Flower,Getopt::Tiny,HTML::Entity,HTML::Escape,HTML::Template,HTTP::Easy,HTTP::HPACK,HTTP::MultiPartParser,HTTP::Parser,HTTP::Request::Supply,HTTP::Server,HTTP::Server::Tiny,HTTP::Status,HTTP::Tinyish,HTTP::UserAgent,Hash::MultiValue,IO::Blob,IO::Capture::Simple,IO::Socket::Async::SSL,IO::Socket::SSL,JSON::Class,JSON::Fast,JSON::Marshal,JSON::Name,JSON::Pretty,JSON::Tiny,JSON::Unmarshal,LWP::Simple,LibraryMake,Linenoise,META6,MIME::Base64,Native::Resources,NativeHelpers::Array,NativeHelpers::Blob,Netstring,OO::Monitors,OpenSSL,PSGI,Pod::Coverage,RakudoPrereq,SVG,Shell::Command,Sparrowdo,Template6,Template::Mojo,Template::Mustache,Terminal::ANSIColor,Test::META,URI,URI::Encode,UUID,XML,XML::Writer,YAMLish
2015-11-16,3.38,3.38,NaN,3.38,2.7,4.05,4.73,NaN,NaN,3.38,2.7,4.05,NaN,8.78,6.76,10.14,NaN,3.38,NaN,7.43,16.22,9.46,15.54,NaN,12.84,NaN,3.38,NaN,NaN,2.7,10.14,NaN,3.38,4.05,NaN,3.38,3.38,18.92,NaN,6.08,3.38,5.41,9.46,NaN,3.38,NaN,NaN,2.7,4.05,NaN,25,2.7,8.78,7.43,NaN,NaN,22.3,NaN,NaN,NaN,2.7,NaN,5.41,13.51,8.11,NaN,2.7,4.73,NaN,NaN,4.05,NaN,5.41,NaN,19.59,7.43,NaN,13.51,3.38,NaN
2015-11-20,3.38,3.38,NaN,3.38,2.7,4.05,4.73,NaN,NaN,3.38,2.7,4.05,NaN,8.78,6.76,10.14,NaN,3.38,NaN,7.43,16.22,10.14,15.54,NaN,12.84,NaN,3.38,NaN,NaN,2.7,10.14,NaN,3.38,4.05,NaN,3.38,3.38,18.92,NaN,6.08,3.38,5.41,9.46,NaN,3.38,NaN,2.7,2.7,4.05,NaN,33.78,2.7,8.78,8.11,NaN,NaN,22.3,NaN,NaN,NaN,2.7,NaN,5.41,13.51,8.78,NaN,NaN,4.73,NaN,NaN,4.05,NaN,5.41,NaN,19.59,8.11,NaN,13.51,3.38,NaN
2015-11-22,3.33,3.33,NaN,3.33,2.67,4.67,5.33,NaN,NaN,3.33,2.67,4,NaN,8.67,6.67,10,NaN,4,NaN,7.33,16,10,15.33,NaN,13.33,NaN,3.33,NaN,NaN,2.67,10,NaN,3.33,4,NaN,3.33,3.33,18.67,NaN,6,3.33,5.33,9.33,NaN,3.33,NaN,3.33,2.67,4,NaN,33.33,2.67,8.67,8,NaN,NaN,22,NaN,NaN,NaN,2.67,NaN,5.33,13.33,8.67,NaN,NaN,4.67,NaN,NaN,4,NaN,5.33,NaN,19.33,8,NaN,13.33,3.33,NaN
2015-11-26,3.33,3.33,NaN,3.33,2.67,4.67,5.33,NaN,NaN,3.33,2.67,4,NaN,9.33,7.33,10.67,NaN,4,NaN,8,16.67,10,16,NaN,13.33,NaN,3.33,NaN,NaN,2.67,10,NaN,3.33,4,NaN,3.33,3.33,19.33,NaN,6.67,3.33,5.33,10,NaN,3.33,NaN,3.33,2.67,4,NaN,33.33,2.67,8.67,8,NaN,NaN,22.67,NaN,NaN,NaN,2.67,NaN,5.33,13.33,8.67,NaN,NaN,4.67,NaN,NaN,4,NaN,5.33,NaN,20,8,NaN,13.33,3.33,NaN
2015-12-09,3.27,3.27,NaN,3.27,2.61,4.58,5.23,NaN,NaN,3.27,2.61,3.92,NaN,9.15,8.5,11.11,NaN,3.92,NaN,9.15,18.95,9.8,18.3,NaN,13.73,NaN,3.27,NaN,NaN,2.61,9.8,NaN,3.27,3.92,NaN,3.27,3.27,20.26,3.27,7.84,3.27,5.23,11.11,NaN,3.92,3.27,7.19,3.92,5.23,NaN,22.88,3.92,9.15,8.5,NaN,NaN,23.53,NaN,NaN,NaN,NaN,NaN,5.88,13.07,NaN,NaN,NaN,4.58,NaN,NaN,3.92,NaN,5.23,NaN,20.92,7.19,NaN,13.07,3.27,NaN
2015-12-12,3.29,3.29,NaN,3.29,2.63,4.61,5.26,NaN,NaN,3.29,2.63,3.95,NaN,9.21,8.55,11.18,NaN,3.95,NaN,9.21,19.08,9.87,18.42,NaN,13.16,NaN,3.29,NaN,NaN,2.63,9.87,NaN,3.29,3.95,NaN,3.29,3.29,20.39,3.29,7.89,3.29,5.26,2.63,NaN,3.95,3.29,7.24,3.95,5.26,NaN,22.37,3.95,9.21,8.55,NaN,NaN,23.68,NaN,NaN,NaN,NaN,NaN,5.92,13.16,NaN,NaN,NaN,4.61,NaN,NaN,3.95,NaN,5.92,NaN,21.05,7.24,NaN,13.16,3.29,NaN
2015-12-18,2.07,2.07,NaN,2.07,2.76,4.83,5.52,NaN,NaN,2.07,NaN,4.14,NaN,8.28,8.28,10.34,2.07,4.14,2.07,8.97,19.31,10.34,18.62,NaN,13.1,2.07,2.07,2.07,NaN,NaN,7.59,NaN,NaN,2.76,NaN,NaN,NaN,19.31,3.45,7.59,NaN,4.14,2.76,NaN,3.45,NaN,7.59,NaN,3.45,NaN,21.38,NaN,9.66,8.97,2.76,NaN,24.14,NaN,NaN,NaN,2.76,NaN,5.52,11.03,NaN,NaN,2.76,4.83,NaN,2.76,2.76,NaN,4.83,NaN,20.69,6.21,2.76,13.79,3.45,NaN
2015-12-29,3.29,3.29,NaN,3.29,2.63,4.61,5.26,NaN,NaN,3.29,2.63,3.95,NaN,9.21,9.21,11.18,NaN,3.95,NaN,9.87,21.05,9.21,20.39,NaN,13.16,NaN,3.29,NaN,NaN,2.63,9.87,NaN,3.29,3.95,NaN,3.29,3.29,21.05,3.29,8.55,3.29,5.26,NaN,NaN,3.95,3.29,7.89,3.95,5.92,NaN,23.68,4.61,9.21,8.55,2.63,NaN,24.34,NaN,NaN,NaN,NaN,NaN,5.92,13.16,NaN,NaN,NaN,3.95,NaN,NaN,3.95,NaN,5.92,NaN,21.71,7.24,NaN,13.16,3.29,NaN
2015-12-31,3.29,3.29,NaN,3.29,2.63,4.61,5.26,NaN,NaN,3.29,2.63,3.95,NaN,9.21,9.21,11.18,NaN,3.95,NaN,9.87,21.05,9.21,20.39,NaN,13.16,NaN,3.29,NaN,NaN,2.63,9.87,NaN,3.29,3.95,NaN,3.29,3.29,21.05,3.29,8.55,3.29,5.26,NaN,NaN,3.95,3.29,7.89,3.95,5.92,NaN,23.68,4.61,9.21,9.21,2.63,NaN,24.34,NaN,NaN,NaN,NaN,NaN,5.92,13.16,NaN,NaN,NaN,3.95,NaN,NaN,3.95,NaN,6.58,NaN,21.71,7.24,NaN,13.16,3.29,NaN
2016-01-07,3.14,3.14,NaN,3.14,2.52,4.4,5.03,NaN,NaN,3.14,2.52,4.4,2.52,8.81,8.81,10.69,NaN,3.77,NaN,9.43,22.01,8.81,21.38,NaN,12.58,NaN,3.14,NaN,NaN,2.52,9.43,NaN,3.14,3.77,NaN,3.14,3.14,20.13,4.4,8.18,3.14,5.03,NaN,NaN,3.77,3.14,7.55,3.77,5.66,NaN,22.64,4.4,8.81,8.81,NaN,NaN,23.27,NaN,NaN,NaN,NaN,NaN,5.66,12.58,NaN,NaN,NaN,3.77,NaN,NaN,3.77,NaN,6.29,NaN,20.75,6.92,NaN,13.21,3.14,NaN
2016-01-17,3.07,3.07,NaN,3.07,2.45,4.91,5.52,NaN,NaN,3.07,2.45,4.29,2.45,8.59,8.59,10.43,NaN,3.68,NaN,9.2,22.09,8.59,21.47,NaN,12.27,NaN,3.07,NaN,NaN,NaN,9.2,NaN,3.07,3.68,NaN,3.07,3.07,19.63,4.91,7.98,3.07,5.52,NaN,NaN,3.68,3.68,7.36,4.29,6.13,NaN,22.09,4.91,8.59,9.82,NaN,NaN,22.7,3.07,NaN,NaN,NaN,NaN,5.52,12.27,NaN,NaN,NaN,3.68,NaN,NaN,3.68,NaN,6.13,NaN,20.25,6.75,NaN,14.72,3.07,NaN
2016-01-19,3.07,3.07,NaN,3.07,2.45,4.91,5.52,NaN,NaN,3.07,2.45,4.29,2.45,8.59,8.59,11.04,NaN,3.68,NaN,9.2,22.09,8.59,21.47,NaN,12.27,NaN,3.07,NaN,NaN,NaN,9.2,NaN,3.07,3.68,NaN,3.07,3.07,19.63,4.91,7.98,3.07,5.52,NaN,NaN,3.68,3.68,7.36,4.29,6.13,NaN,22.09,4.91,8.59,9.2,NaN,NaN,22.7,3.07,NaN,NaN,NaN,NaN,5.52,12.27,NaN,NaN,NaN,3.68,NaN,NaN,3.68,NaN,6.13,NaN,20.86,6.75,NaN,14.72,3.07,NaN
2016-01-25,3.01,3.01,NaN,3.01,2.41,4.82,5.42,NaN,NaN,3.01,2.41,4.22,2.41,8.43,8.43,11.45,NaN,3.61,NaN,9.04,21.69,8.43,21.08,NaN,12.65,NaN,3.01,NaN,NaN,NaN,9.04,NaN,3.01,3.61,NaN,3.01,3.01,19.28,4.82,7.83,3.01,5.42,NaN,NaN,4.22,3.61,7.23,4.22,6.02,NaN,22.29,4.82,9.04,9.64,NaN,NaN,22.89,3.01,NaN,NaN,NaN,NaN,6.02,12.05,NaN,NaN,NaN,3.61,NaN,NaN,3.61,NaN,6.02,NaN,21.08,6.63,NaN,14.46,3.01,NaN
2016-02-08,3.01,3.01,NaN,3.01,2.41,4.82,5.42,NaN,NaN,3.01,2.41,4.22,NaN,8.43,9.04,12.05,3.01,3.61,NaN,9.64,21.69,9.04,21.08,NaN,12.65,NaN,3.01,NaN,NaN,NaN,9.04,NaN,3.01,3.61,NaN,3.01,3.01,19.88,4.22,8.43,3.01,5.42,NaN,NaN,4.22,3.61,7.83,4.82,6.63,NaN,22.89,4.82,9.04,9.64,NaN,NaN,23.49,3.01,NaN,NaN,NaN,NaN,6.02,12.05,NaN,NaN,NaN,3.61,NaN,NaN,3.61,NaN,6.02,NaN,21.69,6.63,NaN,14.46,3.01,NaN
2016-02-14,2.99,2.99,NaN,2.99,2.4,4.79,5.39,NaN,NaN,2.99,2.4,4.19,NaN,8.38,8.98,11.98,2.99,3.59,NaN,9.58,21.56,8.98,20.96,NaN,12.57,NaN,2.99,NaN,NaN,NaN,8.98,NaN,2.99,3.59,NaN,2.99,2.99,19.76,4.19,8.38,2.99,5.39,NaN,NaN,4.19,3.59,7.78,4.79,6.59,NaN,23.35,4.79,8.98,10.78,NaN,NaN,23.35,2.99,NaN,NaN,NaN,NaN,5.99,11.98,NaN,NaN,NaN,3.59,NaN,NaN,3.59,NaN,5.99,NaN,21.56,6.59,NaN,14.37,2.99,NaN
2016-02-26,2.98,2.98,NaN,2.98,2.38,4.76,5.36,NaN,NaN,2.98,2.38,4.17,NaN,8.33,8.93,11.9,2.98,3.57,NaN,9.52,21.43,8.93,20.83,NaN,12.5,NaN,2.98,NaN,NaN,NaN,8.93,NaN,2.98,3.57,NaN,2.98,2.98,19.64,4.17,8.33,2.98,5.36,NaN,NaN,4.17,4.17,7.74,5.36,7.14,NaN,23.81,5.36,8.93,10.71,NaN,NaN,23.21,2.98,NaN,NaN,NaN,NaN,5.95,11.9,NaN,NaN,NaN,3.57,NaN,NaN,3.57,NaN,5.95,NaN,21.43,6.55,NaN,14.29,2.98,NaN
2016-03-04,2.98,2.98,NaN,2.98,2.38,4.76,5.36,NaN,NaN,2.98,2.38,4.17,NaN,8.33,8.93,11.9,2.98,3.57,NaN,9.52,21.43,8.93,20.83,NaN,12.5,NaN,2.98,NaN,NaN,NaN,8.93,NaN,2.98,3.57,NaN,2.98,2.98,19.64,4.17,8.33,2.98,5.36,NaN,NaN,4.17,4.17,7.14,5.36,7.14,NaN,23.81,5.36,8.93,10.71,NaN,NaN,23.21,2.98,NaN,NaN,NaN,NaN,5.95,11.9,NaN,NaN,NaN,3.57,NaN,NaN,3.57,NaN,5.36,NaN,21.43,6.55,NaN,14.88,2.98,NaN
2016-03-06,2.96,2.96,NaN,2.96,2.37,4.73,5.33,NaN,NaN,2.96,2.37,4.14,NaN,8.28,8.88,11.83,2.96,3.55,NaN,9.47,21.3,8.88,20.71,NaN,12.43,NaN,2.96,NaN,NaN,NaN,8.88,NaN,2.96,3.55,NaN,2.96,2.96,19.53,4.14,8.28,2.96,5.33,NaN,NaN,4.14,4.14,7.1,5.33,7.1,NaN,23.67,5.33,8.88,11.24,NaN,NaN,23.08,2.96,NaN,NaN,NaN,NaN,5.92,11.83,NaN,NaN,NaN,3.55,NaN,NaN,3.55,NaN,5.33,NaN,21.3,6.51,NaN,14.79,2.96,NaN
2016-03-12,2.94,2.94,NaN,2.94,2.35,4.71,5.29,NaN,NaN,2.94,NaN,4.12,NaN,8.24,8.82,11.76,2.94,3.53,NaN,9.41,21.18,8.82,20.59,5.88,12.35,NaN,2.94,NaN,NaN,NaN,8.82,NaN,2.94,3.53,NaN,2.94,2.94,19.41,4.12,8.24,2.94,5.29,NaN,NaN,4.12,4.12,7.06,5.29,7.06,NaN,23.53,5.29,8.82,11.18,NaN,NaN,22.94,2.94,NaN,NaN,NaN,NaN,5.88,11.76,NaN,NaN,NaN,3.53,NaN,NaN,3.53,NaN,5.29,NaN,21.18,6.47,NaN,15.29,2.94,NaN
2016-03-18,2.89,2.89,NaN,2.89,NaN,4.62,5.2,NaN,NaN,2.89,NaN,4.05,NaN,8.09,8.67,11.56,2.89,3.47,NaN,9.25,20.81,8.67,20.23,6.36,12.14,NaN,2.89,NaN,NaN,NaN,8.67,NaN,2.89,3.47,NaN,2.89,2.89,19.08,4.05,8.09,2.89,5.2,NaN,NaN,4.05,4.05,12.72,5.2,6.94,NaN,22.54,5.2,8.67,10.98,NaN,NaN,22.54,2.89,2.89,NaN,NaN,NaN,5.78,11.56,NaN,NaN,NaN,3.47,NaN,NaN,3.47,NaN,5.2,NaN,20.81,6.36,NaN,15.03,2.89,NaN
2016-03-29,2.84,2.84,NaN,2.84,NaN,4.55,5.11,NaN,NaN,2.84,NaN,4.55,NaN,7.95,9.09,11.36,2.84,3.41,NaN,9.66,21.02,8.52,20.45,6.25,11.93,NaN,2.84,NaN,NaN,NaN,8.52,NaN,2.84,3.41,NaN,2.84,2.84,19.32,3.98,8.52,2.84,5.11,NaN,NaN,3.98,3.98,12.5,5.11,6.82,NaN,22.16,5.11,8.52,10.8,NaN,NaN,22.73,2.84,2.84,5.68,NaN,NaN,5.68,11.36,NaN,NaN,NaN,3.41,NaN,NaN,3.41,NaN,5.11,NaN,21.02,6.25,NaN,15.34,NaN,NaN
2016-04-03,3.24,3.24,NaN,3.24,NaN,4.32,4.86,NaN,NaN,3.24,2.7,4.86,NaN,9.19,9.73,11.35,3.24,3.78,NaN,10.27,21.08,8.65,20.54,NaN,11.35,NaN,3.24,NaN,NaN,NaN,8.65,NaN,3.24,3.78,NaN,2.7,3.24,19.46,3.78,9.19,3.24,5.41,NaN,NaN,3.78,4.32,14.05,5.41,7.57,NaN,22.16,5.95,8.65,10.81,NaN,NaN,23.24,3.24,NaN,5.95,NaN,NaN,5.41,11.35,NaN,NaN,NaN,3.78,NaN,NaN,3.78,NaN,5.41,NaN,21.08,6.49,NaN,15.14,3.24,NaN
2016-04-13,3.68,3.68,NaN,4.21,NaN,4.21,4.74,NaN,NaN,3.68,3.16,4.74,NaN,9.47,10.53,13.68,5.26,3.68,NaN,11.05,23.16,9.47,22.63,7.89,5.79,NaN,3.68,NaN,NaN,NaN,8.95,NaN,3.68,4.21,NaN,NaN,3.68,20,5.26,10,3.68,5.79,NaN,NaN,3.68,4.74,15.79,5.79,7.89,NaN,22.11,6.32,8.42,10.53,NaN,NaN,23.68,3.16,NaN,5.79,NaN,NaN,5.26,11.58,NaN,NaN,NaN,4.74,NaN,3.16,3.68,NaN,5.26,NaN,22.11,6.84,NaN,15.26,NaN,NaN
2016-04-17,3.66,3.66,NaN,4.19,NaN,4.19,4.71,NaN,NaN,3.66,3.14,4.71,NaN,9.42,10.47,13.61,5.24,3.66,NaN,10.99,23.04,9.42,22.51,7.85,5.76,NaN,3.66,NaN,NaN,NaN,8.9,NaN,3.66,4.19,NaN,NaN,3.66,19.9,5.24,9.95,3.66,5.76,NaN,NaN,3.66,4.71,15.71,5.76,7.85,NaN,21.99,6.28,8.38,10.47,NaN,NaN,23.56,3.14,NaN,5.76,NaN,NaN,5.24,11.52,NaN,NaN,NaN,4.71,NaN,3.14,3.66,NaN,5.24,NaN,21.99,6.81,NaN,15.18,NaN,NaN
2016-04-19,3.66,3.66,NaN,4.19,NaN,4.19,4.71,NaN,NaN,3.66,3.14,4.71,NaN,9.42,10.47,13.61,5.24,3.66,NaN,10.99,23.04,9.42,22.51,7.85,5.76,NaN,3.66,NaN,NaN,NaN,8.9,NaN,3.66,4.19,NaN,NaN,3.66,19.9,5.24,9.95,3.66,5.76,NaN,NaN,3.66,4.71,15.71,5.76,7.85,NaN,21.99,6.28,8.38,10.47,NaN,NaN,23.56,3.14,NaN,5.76,NaN,NaN,5.24,11.52,NaN,NaN,NaN,4.71,NaN,3.14,3.66,NaN,5.24,NaN,21.99,6.81,NaN,15.18,NaN,NaN
2016-04-28,3.65,3.65,NaN,4.17,NaN,4.17,4.69,NaN,NaN,3.65,3.13,4.69,NaN,9.38,10.94,13.54,5.21,3.65,NaN,11.46,23.96,10.42,23.44,9.38,5.73,NaN,3.65,NaN,NaN,NaN,8.85,NaN,3.65,4.17,NaN,NaN,3.65,18.75,5.21,10.42,3.65,5.73,NaN,NaN,3.65,4.69,18.23,5.73,7.81,NaN,15.63,6.25,8.33,10.42,NaN,NaN,23.96,3.13,NaN,5.73,NaN,NaN,5.21,9.9,NaN,NaN,NaN,5.73,NaN,3.13,3.65,NaN,5.21,NaN,22.4,6.77,NaN,13.54,NaN,NaN
2016-04-29,3.65,3.65,NaN,4.17,NaN,4.17,4.69,NaN,NaN,3.65,3.13,4.69,NaN,9.38,10.94,13.54,5.21,3.65,NaN,11.46,23.96,10.42,23.44,9.38,5.73,NaN,3.65,NaN,NaN,NaN,8.85,NaN,3.65,4.17,NaN,NaN,3.65,18.75,5.21,10.42,3.65,5.73,NaN,NaN,3.65,5.21,18.75,6.25,8.33,NaN,15.63,6.77,8.33,10.42,NaN,NaN,23.96,3.13,NaN,5.73,NaN,NaN,5.21,9.9,NaN,NaN,NaN,5.73,NaN,3.13,3.65,NaN,5.21,NaN,22.4,6.77,NaN,13.54,NaN,NaN
2016-05-01,3.61,3.61,NaN,4.12,NaN,4.12,4.64,NaN,NaN,3.61,3.09,4.64,NaN,9.28,10.82,14.95,6.7,3.61,NaN,11.34,23.71,10.82,23.2,9.28,5.67,NaN,3.61,NaN,NaN,NaN,10.31,NaN,3.61,4.12,NaN,NaN,3.61,20.1,5.15,10.31,3.61,5.67,NaN,NaN,3.61,5.15,18.56,6.19,8.25,NaN,15.46,6.7,8.25,10.31,NaN,NaN,23.71,3.09,NaN,5.67,NaN,NaN,5.15,11.34,NaN,NaN,NaN,5.67,NaN,NaN,5.15,3.61,5.15,NaN,23.71,6.7,NaN,13.4,NaN,NaN
2016-05-02,3.61,3.61,NaN,4.12,NaN,4.12,4.64,NaN,NaN,3.61,3.09,4.64,NaN,9.28,10.82,14.95,6.7,3.61,NaN,11.34,23.71,10.82,23.2,9.28,5.67,NaN,3.61,NaN,NaN,NaN,10.31,NaN,3.61,4.12,NaN,NaN,3.61,20.1,5.15,10.31,3.61,5.67,NaN,NaN,3.61,5.15,18.56,6.19,8.25,NaN,15.46,6.7,8.25,10.31,NaN,NaN,23.71,3.09,NaN,5.67,NaN,NaN,5.15,11.34,NaN,NaN,NaN,5.67,NaN,NaN,5.15,3.61,5.15,NaN,23.71,6.7,NaN,13.4,NaN,NaN
2016-05-03,3.33,3.33,NaN,3.81,NaN,3.81,4.29,NaN,NaN,3.33,2.86,4.29,NaN,8.57,10.48,13.81,6.19,3.33,NaN,10.95,22.38,10,21.9,9.05,5.24,NaN,3.33,NaN,NaN,NaN,9.52,NaN,3.33,3.81,NaN,NaN,3.33,20.95,4.76,10,3.33,5.24,NaN,NaN,3.33,5.24,17.62,6.19,8.1,NaN,14.29,6.67,7.62,9.52,NaN,NaN,22.38,2.86,NaN,5.24,NaN,NaN,4.76,12.38,NaN,NaN,NaN,5.24,NaN,NaN,4.76,3.33,4.76,NaN,22.38,6.19,NaN,12.86,NaN,NaN
2016-05-04,3.33,3.33,NaN,3.81,NaN,3.81,4.29,NaN,NaN,3.33,2.86,4.29,NaN,8.57,10.48,13.81,6.19,3.33,NaN,10.95,22.38,10,21.9,9.05,5.24,NaN,3.33,NaN,NaN,NaN,9.52,NaN,3.33,3.81,NaN,NaN,3.33,20.95,4.76,10,3.33,5.24,NaN,NaN,3.33,5.24,17.62,6.19,8.1,NaN,14.29,6.67,7.62,9.52,NaN,NaN,22.38,2.86,NaN,5.24,NaN,NaN,4.76,12.38,NaN,NaN,NaN,5.24,NaN,NaN,4.76,3.33,4.76,NaN,22.38,6.19,NaN,12.86,NaN,NaN
2016-05-05,3.33,3.33,NaN,3.81,NaN,3.81,4.29,NaN,NaN,3.33,2.86,4.29,NaN,8.57,10.48,13.81,6.19,3.33,NaN,10.95,22.38,10,21.9,9.05,5.24,NaN,3.33,NaN,NaN,NaN,9.52,NaN,3.33,3.81,NaN,NaN,3.33,20.95,4.76,10,3.33,5.24,NaN,NaN,3.33,5.24,17.62,6.19,8.1,NaN,14.29,6.67,7.62,9.52,NaN,NaN,22.38,NaN,3.33,5.24,NaN,NaN,4.76,12.38,NaN,NaN,NaN,5.24,NaN,NaN,4.76,3.33,4.76,NaN,22.38,6.19,NaN,12.86,NaN,NaN
2016-05-06,3.33,3.33,NaN,3.81,NaN,3.81,4.29,NaN,NaN,3.33,2.86,4.29,NaN,8.57,10.48,13.81,6.19,3.33,NaN,10.95,22.38,10,21.9,9.05,5.24,NaN,3.33,NaN,NaN,NaN,9.52,NaN,3.33,3.81,NaN,NaN,3.33,20.95,4.76,10,3.33,5.24,NaN,NaN,3.33,5.24,17.62,6.19,8.1,NaN,14.29,6.67,7.62,9.52,NaN,NaN,22.38,NaN,3.33,5.24,NaN,NaN,4.76,12.38,NaN,NaN,NaN,5.24,NaN,NaN,4.76,3.33,4.76,NaN,22.38,6.19,NaN,12.86,NaN,NaN
2016-05-07,3.33,3.33,NaN,3.81,NaN,3.81,4.29,NaN,NaN,3.33,2.86,4.29,NaN,8.57,10.95,13.81,6.19,3.33,NaN,11.43,22.86,10,22.38,9.05,5.24,NaN,3.33,NaN,NaN,NaN,9.52,NaN,3.33,3.81,NaN,NaN,3.33,21.43,4.76,10.48,3.33,5.24,NaN,NaN,3.33,5.24,17.62,6.19,8.1,NaN,14.29,6.67,7.62,9.52,NaN,NaN,22.86,NaN,3.33,5.24,NaN,NaN,4.76,12.38,NaN,NaN,NaN,5.24,NaN,NaN,4.76,3.33,4.76,NaN,22.86,6.19,NaN,13.33,NaN,NaN
2016-05-08,3.35,3.35,NaN,3.83,NaN,3.83,4.31,NaN,NaN,3.35,2.87,4.31,NaN,8.61,11,13.88,6.22,3.35,NaN,11.48,22.49,10.05,22.01,9.09,NaN,NaN,3.35,NaN,NaN,NaN,9.57,NaN,3.35,3.83,NaN,NaN,3.35,21.53,4.31,10.53,3.35,5.26,NaN,NaN,3.35,5.26,17.7,6.22,8.13,NaN,14.35,6.7,7.66,10.05,NaN,NaN,22.97,2.87,3.35,5.26,NaN,NaN,4.78,12.44,NaN,NaN,NaN,5.26,NaN,NaN,4.78,3.35,4.78,NaN,22.97,6.22,NaN,13.4,NaN,NaN
2016-05-09,3.35,3.35,NaN,3.83,NaN,3.83,4.31,NaN,NaN,3.35,2.87,4.31,NaN,8.61,11,13.88,6.22,3.35,NaN,11.48,22.49,10.05,22.01,9.09,NaN,NaN,3.35,NaN,NaN,NaN,9.57,NaN,3.35,3.83,NaN,NaN,3.35,21.53,4.31,10.53,3.35,5.26,NaN,NaN,3.35,5.26,17.7,6.22,8.13,NaN,14.35,6.7,7.66,9.57,NaN,NaN,22.97,2.87,3.35,5.26,NaN,NaN,4.78,12.44,NaN,NaN,NaN,5.26,NaN,NaN,4.78,3.35,4.78,NaN,22.97,6.22,NaN,13.4,NaN,NaN
2016-05-10,3.35,3.35,NaN,3.83,NaN,3.83,4.31,NaN,NaN,3.35,2.87,4.31,NaN,8.61,11,13.88,6.22,3.35,NaN,11.48,22.49,10.05,22.01,9.09,NaN,NaN,3.35,NaN,NaN,NaN,9.57,NaN,3.35,3.83,NaN,NaN,3.35,21.53,4.31,10.53,3.35,5.26,NaN,NaN,3.35,5.26,17.7,6.22,8.13,NaN,14.35,6.7,7.66,9.57,NaN,NaN,22.97,2.87,3.35,5.26,NaN,NaN,4.78,12.44,NaN,NaN,NaN,5.26,NaN,NaN,4.78,3.35,4.78,NaN,22.97,6.22,NaN,13.4,NaN,NaN
2016-05-11,3.33,3.33,NaN,3.81,NaN,3.81,4.29,NaN,NaN,3.33,2.86,4.29,NaN,8.57,11.9,13.81,6.19,3.33,NaN,12.38,23.33,10,22.86,9.05,NaN,NaN,3.33,NaN,NaN,NaN,9.52,NaN,3.33,3.81,NaN,NaN,3.33,22.38,4.29,11.43,3.33,5.24,NaN,NaN,3.33,5.24,18.57,6.19,8.1,NaN,14.29,6.67,7.62,9.52,NaN,NaN,23.81,2.86,3.33,5.24,NaN,NaN,4.76,12.38,NaN,NaN,NaN,5.24,NaN,NaN,4.76,3.33,4.76,NaN,23.81,6.19,NaN,13.33,NaN,NaN
2016-05-13,3.33,3.33,NaN,3.81,NaN,3.81,4.29,NaN,NaN,3.33,2.86,4.29,NaN,8.57,11.9,13.81,6.19,3.33,NaN,12.38,23.33,10,22.86,9.05,NaN,NaN,3.33,NaN,NaN,NaN,9.52,NaN,5.71,3.81,NaN,NaN,3.33,22.38,4.29,11.43,3.33,5.24,NaN,NaN,3.33,5.24,18.57,6.19,8.1,NaN,14.29,6.67,7.62,9.52,NaN,NaN,23.81,2.86,3.33,5.24,NaN,NaN,4.76,12.38,NaN,NaN,NaN,5.24,NaN,NaN,4.76,3.33,4.76,NaN,23.81,6.19,NaN,13.33,NaN,NaN
2016-05-14,3.33,3.33,NaN,3.81,NaN,3.81,4.29,NaN,NaN,3.33,2.86,4.29,NaN,8.57,11.9,13.81,6.19,3.33,NaN,12.38,23.33,10,22.86,9.05,NaN,NaN,3.33,NaN,NaN,NaN,9.52,NaN,5.71,3.81,NaN,NaN,3.33,22.38,4.29,11.43,3.33,5.24,NaN,NaN,3.33,5.24,18.57,6.19,8.1,NaN,14.76,6.67,7.62,9.52,NaN,NaN,23.81,2.86,3.33,5.24,NaN,NaN,4.76,12.38,NaN,NaN,NaN,5.24,NaN,NaN,4.76,3.33,4.76,NaN,23.81,6.19,NaN,13.33,NaN,NaN
2016-05-15,3.33,3.33,NaN,3.81,NaN,3.81,4.29,NaN,NaN,3.33,2.86,4.29,NaN,8.57,11.9,13.81,6.19,3.33,NaN,12.38,23.33,9.05,22.86,8.57,NaN,NaN,3.33,NaN,NaN,NaN,9.52,NaN,5.71,3.81,NaN,NaN,3.33,22.38,4.29,11.43,3.33,5.24,NaN,NaN,3.33,5.24,19.52,6.19,8.1,NaN,14.76,6.67,7.62,9.52,NaN,NaN,23.81,2.86,3.33,5.24,NaN,NaN,4.76,12.38,NaN,NaN,NaN,4.29,NaN,NaN,4.76,3.33,4.76,NaN,23.81,6.19,NaN,13.33,NaN,NaN
